,No.U,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2,Wafer_ID,Seq,X,Y,Bin,Lot_ID
5418,10.0,4e-08,5.2e-09,7e-10,3.227,129.7,129.9,9.4e-09,1.81e-08,5.4e-09,2.3e-09,,14,23,8,1,1.0,FA54-5340-325A-250502@203
5419,9.0,3e-08,3.5e-09,3e-10,3.178,129.7,130.0,8e-09,1.66e-08,2e-09,4.7e-09,,14,24,8,1,1.0,FA54-5340-325A-250502@203
5420,8.0,0.0,2.6e-09,3.8e-09,3.157,129.9,130.1,9.5e-09,1.58e-08,1e-09,1.7e-09,,14,25,8,1,1.0,FA54-5340-325A-250502@203
5421,7.0,3e-08,3e-10,4.3e-09,3.199,130.1,130.3,7.5e-09,1.64e-08,5.3e-09,1.4e-09,,14,26,8,1,1.0,FA54-5340-325A-250502@203
5422,6.0,1e-08,1.9e-09,2.2e-09,3.192,130.1,130.4,8e-09,1.71e-08,5.6e-09,2.4e-09,,14,27,9,1,1.0,FA54-5340-325A-250502@203
5423,7.0,6e-08,1.1e-09,1.6e-09,3.247,129.9,130.1,7.7e-09,1.71e-08,2.7e-09,1.9e-09,,14,28,9,1,1.0,FA54-5340-325A-250502@203
5424,8.0,4e-08,2.8e-09,5.6e-09,3.247,129.6,129.9,8.6e-09,1.61e-08,3.7e-09,4.3e-09,,14,29,9,1,1.0,FA54-5340-325A-250502@203
5425,9.0,1e-08,3.2e-09,3.4e-09,3.204,129.6,129.7,7.4e-09,1.7e-08,4.6e-09,3e-09,,14,30,9,1,1.0,FA54-5340-325A-250502@203
5426,10.0,0.0,1.4e-09,2.6e-09,3.174,129.6,129.7,9.3e-09,1.73e-08,3e-10,1e-10,,14,31,9,1,1.0,FA54-5340-325A-250502@203
5427,11.0,0.0,1.6e-09,2.5e-09,3.223,129.6,129.9,8.3e-09,1.62e-08,6.1e-09,1.3e-09,,14,32,9,1,1.0,FA54-5340-325A-250502@203
5428,12.0,5e-08,3e-09,4.2e-09,3.136,129.8,130.0,9.8e-09,1.68e-08,3.6e-09,8e-10,,14,33,9,1,1.0,FA54-5340-325A-250502@203
5429,13.0,0.0,3.3e-09,1.6e-09,3.194,129.9,130.1,9e-09,1.79e-08,4.3e-09,6e-10,,14,34,9,1,1.0,FA54-5340-325A-250502@203
5430,14.0,0.0,1e-10,1.9e-09,3.014,129.8,130.0,9.2e-09,1.63e-08,3.4e-09,1e-09,,14,35,9,1,1.0,FA54-5340-325A-250502@203
5431,15.0,0.0,2.3e-09,2e-09,2.979,129.8,130.0,7.7e-09,1.64e-08,6.9e-09,2.7e-09,,14,36,9,1,1.0,FA54-5340-325A-250502@203
5432,16.0,3e-08,2.3e-09,3.8e-09,3.001,130.0,130.2,8.5e-09,1.76e-08,2e-10,1.5e-09,,14,37,9,1,1.0,FA54-5340-325A-250502@203
5433,17.0,0.0,1.4e-09,2.8e-09,3.069,130.2,130.3,8.3e-09,1.74e-08,3.7e-09,1.4e-09,,14,38,10,1,1.0,FA54-5340-325A-250502@203
5434,16.0,0.0,4.9e-09,1e-09,3.059,130.0,130.2,7.7e-09,1.68e-08,1.4e-09,2e-10,,14,39,10,1,1.0,FA54-5340-325A-250502@203
5435,15.0,1e-08,7e-10,1.8e-09,3.075,129.6,129.8,8.8e-09,1.83e-08,1.1e-09,6.1e-09,,14,40,10,1,1.0,FA54-5340-325A-250502@203
5436,14.0,1e-08,4.5e-09,5.7e-09,3.119,129.7,129.9,9.2e-09,1.7e-08,2.5e-09,6.3e-09,,14,41,10,1,1.0,FA54-5340-325A-250502@203
5437,13.0,4e-08,5e-10,1.4e-09,3.243,130.0,130.2,8.3e-09,1.67e-08,4.2e-09,8e-10,,14,42,10,1,1.0,FA54-5340-325A-250502@203
5438,12.0,0.0,5e-10,2.2e-09,3.284,129.8,130.2,1e-08,1.91e-08,3.4e-09,3.1e-09,,14,43,10,1,1.0,FA54-5340-325A-250502@203
5439,11.0,1e-08,1.4e-09,4.7e-09,3.198,129.9,130.0,9.1e-09,1.75e-08,3.9e-09,4e-09,,14,44,10,1,1.0,FA54-5340-325A-250502@203
5440,10.0,1e-08,3.8e-09,1.4e-09,3.263,129.8,129.9,9.3e-09,1.87e-08,7e-10,2.2e-09,,14,45,10,1,1.0,FA54-5340-325A-250502@203
5441,9.0,0.0,2e-10,2e-09,3.257,129.5,129.8,8.9e-09,1.77e-08,1.9e-09,1.7e-09,,14,46,10,1,1.0,FA54-5340-325A-250502@203
5442,8.0,0.0,3e-10,0.0,3.2,129.5,129.7,7.9e-09,1.78e-08,2.5e-09,2e-09,,14,47,10,1,1.0,FA54-5340-325A-250502@203
5443,7.0,3e-08,6e-10,0.0,3.206,129.7,130.0,8.3e-09,1.77e-08,4e-09,3.1e-09,,14,48,10,1,1.0,FA54-5340-325A-250502@203
5444,6.0,1e-08,1.7e-09,1.6e-09,3.219,129.9,130.2,9.6e-09,1.74e-08,3.2e-09,9e-10,,14,49,10,1,1.0,FA54-5340-325A-250502@203
5445,5.0,1e-08,9e-10,2.6e-09,3.071,129.6,130.0,8.6e-09,1.93e-08,5.4e-09,2.1e-09,,14,50,11,1,1.0,FA54-5340-325A-250502@203
5446,6.0,0.0,1.4e-09,1.6e-09,3.171,130.0,130.0,8e-09,1.74e-08,1.1e-09,1e-09,,14,51,11,1,1.0,FA54-5340-325A-250502@203
5447,7.0,0.0,1e-09,4.2e-09,3.206,129.7,130.0,8.9e-09,1.81e-08,1.4e-09,4e-10,,14,52,11,1,1.0,FA54-5340-325A-250502@203
5448,8.0,1e-08,2.6e-09,3.6e-09,3.17,129.6,129.8,8.9e-09,1.68e-08,3.2e-09,2.4e-09,,14,53,11,1,1.0,FA54-5340-325A-250502@203
5449,9.0,1e-08,2.5e-09,4e-10,3.231,129.8,130.0,8.3e-09,1.75e-08,2.5e-09,1.8e-09,,14,54,11,1,1.0,FA54-5340-325A-250502@203
5450,10.0,1e-08,4e-10,1.1e-09,3.275,129.9,130.0,1.01e-08,1.75e-08,5.4e-09,5e-10,,14,55,11,1,1.0,FA54-5340-325A-250502@203
5451,11.0,3e-08,1.8e-09,1e-09,3.252,130.2,130.4,9.5e-09,1.78e-08,3e-09,4.2e-09,,14,56,11,1,1.0,FA54-5340-325A-250502@203
5452,12.0,0.0,1.9e-09,4.1e-09,3.319,130.2,130.4,9.5e-09,1.82e-08,3.6e-09,2.4e-09,,14,57,11,1,1.0,FA54-5340-325A-250502@203
5453,13.0,1e-08,2.2e-09,4.1e-09,3.233,129.8,130.2,1.03e-08,1.69e-08,5e-09,1e-10,,14,58,11,1,1.0,FA54-5340-325A-250502@203
5454,14.0,1e-08,1.3e-09,2.7e-09,3.181,129.8,130.0,8.7e-09,1.85e-08,2.6e-09,2.3e-09,,14,59,11,1,1.0,FA54-5340-325A-250502@203
5455,15.0,0.0,6e-10,3.1e-09,3.139,129.5,129.7,8.3e-09,1.76e-08,2.9e-09,2e-10,,14,60,11,1,1.0,FA54-5340-325A-250502@203
5456,16.0,1e-08,1.9e-09,6e-10,3.098,129.8,130.1,9.1e-09,1.68e-08,3.5e-09,1e-09,,14,61,11,1,1.0,FA54-5340-325A-250502@203
5457,17.0,0.0,1.4e-09,1e-09,3.06,130.2,130.3,8.8e-09,1.85e-08,3.3e-09,3e-10,,14,62,11,1,1.0,FA54-5340-325A-250502@203
5458,17.0,2e-08,5e-09,2.1e-09,3.093,130.2,130.4,9.1e-09,1.62e-08,4e-09,4.4e-09,,14,63,12,1,1.0,FA54-5340-325A-250502@203
5459,16.0,1e-08,8e-10,5.3e-09,3.104,129.8,130.0,8.6e-09,1.72e-08,1.05e-08,1.5e-09,,14,64,12,1,1.0,FA54-5340-325A-250502@203
5460,15.0,0.0,2.2e-09,3.9e-09,3.047,129.3,129.6,8.9e-09,1.7e-08,2.7e-09,3.4e-09,,14,65,12,1,1.0,FA54-5340-325A-250502@203
5461,14.0,1e-08,2e-09,5.3e-09,3.146,129.8,129.9,9.8e-09,1.76e-08,5e-09,5e-10,,14,66,12,1,1.0,FA54-5340-325A-250502@203
5462,13.0,2e-08,1.2e-09,1.6e-09,3.345,129.8,130.1,9e-09,1.85e-08,1.8e-09,0.0,,14,67,12,1,1.0,FA54-5340-325A-250502@203
5463,12.0,1e-08,7e-10,2e-10,3.312,130.4,130.7,8.5e-09,1.76e-08,6.5e-09,1.3e-09,,14,68,12,1,1.0,FA54-5340-325A-250502@203
5464,11.0,1e-08,3.2e-09,1e-10,3.254,130.3,130.6,9.9e-09,1.82e-08,4e-10,3.7e-09,,14,69,12,1,1.0,FA54-5340-325A-250502@203
5465,10.0,6e-08,2e-10,2e-09,3.312,130.1,130.3,9.1e-09,1.84e-08,4.3e-09,3.9e-09,,14,70,12,1,1.0,FA54-5340-325A-250502@203
5466,9.0,0.0,1e-09,2.4e-09,3.279,129.9,130.2,9.5e-09,1.64e-08,7.5e-09,1.4e-09,,14,71,12,1,1.0,FA54-5340-325A-250502@203
5467,8.0,1e-08,4e-10,3e-10,3.344,129.9,130.0,8.9e-09,1.73e-08,1.2e-09,6e-10,,14,72,12,1,1.0,FA54-5340-325A-250502@203
5468,7.0,0.0,2.1e-09,4e-10,3.25,129.9,130.2,1e-08,1.72e-08,1e-09,4e-10,,14,73,12,1,1.0,FA54-5340-325A-250502@203
5469,6.0,1e-08,7e-10,2.4e-09,3.163,130.0,130.2,7.9e-09,1.66e-08,6.5e-09,1.9e-09,,14,74,12,1,1.0,FA54-5340-325A-250502@203
5470,5.0,0.0,3.3e-09,6e-10,3.133,129.8,130.0,7.5e-09,1.77e-08,9e-10,2e-10,,14,75,12,1,1.0,FA54-5340-325A-250502@203
5471,5.0,1e-08,2.3e-09,5e-10,3.169,129.6,129.9,7.5e-09,1.84e-08,1.4e-09,5e-10,,14,76,13,1,1.0,FA54-5340-325A-250502@203
5472,6.0,4e-08,5e-10,1.2e-09,3.178,130.2,130.3,8e-09,1.71e-08,2.2e-09,1.6e-09,,14,77,13,1,1.0,FA54-5340-325A-250502@203
5473,7.0,0.0,7e-10,2.8e-09,3.228,130.0,130.2,7.9e-09,1.58e-08,5.2e-09,3.6e-09,,14,78,13,1,1.0,FA54-5340-325A-250502@203
5474,8.0,4e-08,2.8e-09,1e-10,3.279,129.8,130.0,8.1e-09,1.74e-08,5.2e-09,1.4e-09,,14,79,13,1,1.0,FA54-5340-325A-250502@203
5475,9.0,1e-08,3.4e-09,1.1e-09,3.241,129.9,130.2,8.1e-09,1.61e-08,0.0,4.2e-09,,14,80,13,1,1.0,FA54-5340-325A-250502@203
5476,10.0,2e-08,2.2e-09,1e-10,3.253,130.0,130.4,9.4e-09,1.53e-08,9e-10,2.5e-09,,14,81,13,1,1.0,FA54-5340-325A-250502@203
5477,11.0,1e-08,4.5e-09,0.0,3.26,130.4,130.6,8.6e-09,1.6e-08,2.5e-09,1e-09,,14,82,13,1,1.0,FA54-5340-325A-250502@203
5478,12.0,3e-08,9e-10,1e-10,3.288,130.3,130.5,1.01e-08,1.48e-08,1.1e-09,1.2e-09,,14,83,13,1,1.0,FA54-5340-325A-250502@203
5479,13.0,0.0,3.1e-09,3.2e-09,3.296,129.7,130.0,8.7e-09,1.6e-08,1.6e-09,2.9e-09,,14,84,13,1,1.0,FA54-5340-325A-250502@203
5480,14.0,1e-08,7e-10,1.5e-09,3.149,129.6,129.8,7.4e-09,1.67e-08,6.9e-09,1.9e-09,,14,85,13,1,1.0,FA54-5340-325A-250502@203
5481,15.0,1e-08,2.9e-09,3.4e-09,3.099,129.2,129.5,8.8e-09,1.78e-08,3.9e-09,2e-09,,14,86,13,1,1.0,FA54-5340-325A-250502@203
5482,16.0,0.0,5.4e-09,3.1e-09,3.151,129.7,130.0,8e-09,1.73e-08,4e-10,5e-10,,14,87,13,1,1.0,FA54-5340-325A-250502@203
5483,17.0,0.0,1.8e-09,3.9e-09,3.108,130.0,130.3,7.7e-09,1.57e-08,1.3e-09,5.2e-09,,14,88,13,1,1.0,FA54-5340-325A-250502@203
5484,17.0,0.0,9e-10,7e-10,3.096,130.1,130.3,8.1e-09,1.64e-08,2.2e-09,8e-09,,14,89,14,1,1.0,FA54-5340-325A-250502@203
5485,16.0,1e-08,1.5e-09,3e-10,3.103,129.8,130.1,8.9e-09,1.59e-08,1e-10,1.8e-09,,14,90,14,1,1.0,FA54-5340-325A-250502@203
5486,15.0,1e-08,1.8e-09,7.3e-09,3.098,129.3,129.6,8.7e-09,1.74e-08,3.2e-09,3e-09,,14,91,14,1,1.0,FA54-5340-325A-250502@203
5487,14.0,0.0,5.9e-09,7e-10,3.127,129.6,129.8,8.9e-09,1.72e-08,2e-09,3.8e-09,,14,92,14,1,1.0,FA54-5340-325A-250502@203
5488,13.0,1e-08,3.3e-09,7e-10,3.356,129.6,130.0,9.1e-09,1.56e-08,3.6e-09,3.5e-09,,14,93,14,1,1.0,FA54-5340-325A-250502@203
5489,12.0,4e-08,1.8e-09,6e-10,3.284,130.0,130.2,8.4e-09,1.59e-08,4.8e-09,5e-10,,14,94,14,1,1.0,FA54-5340-325A-250502@203
5490,11.0,0.0,2e-09,7.2e-09,3.293,130.0,130.3,7.7e-09,1.6e-08,4.2e-09,1.3e-09,,14,95,14,1,1.0,FA54-5340-325A-250502@203
5491,10.0,0.0,4e-10,3.5e-09,3.332,129.8,130.0,8e-09,1.61e-08,3e-09,8e-10,,14,96,14,1,1.0,FA54-5340-325A-250502@203
5492,9.0,0.0,1e-09,4.8e-09,3.238,129.8,130.0,8.8e-09,1.62e-08,1.6e-09,4.5e-09,,14,97,14,1,1.0,FA54-5340-325A-250502@203
5493,8.0,0.0,1.8e-09,2.1e-09,3.254,129.6,129.9,7.7e-09,1.63e-08,5e-09,2.8e-09,,14,98,14,1,1.0,FA54-5340-325A-250502@203
5494,7.0,0.0,1e-10,4e-10,3.211,129.9,130.1,9e-09,1.62e-08,4.4e-09,8e-10,,14,99,14,1,1.0,FA54-5340-325A-250502@203
5495,6.0,0.0,7e-10,1.9e-09,3.129,130.1,130.3,7.9e-09,1.69e-08,1.8e-09,2e-10,,14,100,14,1,1.0,FA54-5340-325A-250502@203
5496,5.0,0.0,1.4e-09,8e-10,3.186,129.6,129.8,8.3e-09,1.74e-08,1e-09,2.8e-09,,14,101,14,1,1.0,FA54-5340-325A-250502@203
5497,6.0,0.0,3.7e-09,3.4e-09,3.176,130.2,130.4,9.4e-09,1.61e-08,4.6e-09,4.8e-09,,14,102,15,1,1.0,FA54-5340-325A-250502@203
5498,7.0,2e-08,7e-10,2.2e-09,3.165,130.0,130.2,9e-09,1.71e-08,6.5e-09,2e-10,,14,103,15,1,1.0,FA54-5340-325A-250502@203
5499,8.0,1e-08,1.2e-09,2.8e-09,3.125,129.6,129.9,6.9e-09,1.66e-08,2.8e-09,3e-10,,14,104,15,1,1.0,FA54-5340-325A-250502@203
5500,9.0,0.0,1.1e-09,2.3e-09,3.233,129.6,129.8,7.9e-09,1.59e-08,5e-09,1e-09,,14,105,15,1,1.0,FA54-5340-325A-250502@203
5501,10.0,4e-08,1.4e-09,5.6e-09,3.229,129.6,129.9,7.7e-09,1.67e-08,5e-09,1.4e-09,,14,106,15,1,1.0,FA54-5340-325A-250502@203
5502,11.0,1e-08,1.3e-09,2.6e-09,3.227,129.8,130.0,8.3e-09,1.46e-08,4.3e-09,5.8e-09,,14,107,15,1,1.0,FA54-5340-325A-250502@203
5503,12.0,2e-08,1.4e-09,3.8e-09,3.282,129.7,130.0,8.9e-09,1.58e-08,1.5e-09,2e-10,,14,108,15,1,1.0,FA54-5340-325A-250502@203
5504,13.0,2e-08,4.4e-09,3.6e-09,3.213,129.5,129.9,8e-09,1.53e-08,3.9e-09,3.4e-09,,14,109,15,1,1.0,FA54-5340-325A-250502@203
5505,14.0,6e-08,1.6e-09,7.9e-09,3.153,129.5,129.8,8.7e-09,1.69e-08,4.5e-09,3.1e-09,,14,110,15,1,1.0,FA54-5340-325A-250502@203
5506,15.0,1e-08,5e-10,1e-10,3.14,129.5,129.6,7.1e-09,1.71e-08,1.5e-09,9e-10,,14,111,15,1,1.0,FA54-5340-325A-250502@203
5507,16.0,1e-08,3.1e-09,3.2e-09,3.118,130.0,130.1,8.1e-09,1.73e-08,1.3e-09,1e-10,,14,112,15,1,1.0,FA54-5340-325A-250502@203
5508,16.0,0.0,2.2e-09,2.2e-09,3.099,129.8,130.1,7.3e-09,1.59e-08,1.5e-09,2e-09,,14,113,16,1,1.0,FA54-5340-325A-250502@203
5509,15.0,1e-08,3.9e-09,3.4e-09,3.125,129.8,130.0,7.3e-09,1.62e-08,1.9e-09,2.5e-09,,14,114,16,1,1.0,FA54-5340-325A-250502@203
5510,14.0,0.0,2e-09,1.3e-09,3.147,129.6,129.9,8.3e-09,1.69e-08,3.1e-09,3.3e-09,,14,115,16,1,1.0,FA54-5340-325A-250502@203
5511,13.0,1e-08,3.8e-09,0.0,3.143,129.4,129.7,9.2e-09,1.63e-08,1.4e-09,1.4e-09,,14,116,16,1,1.0,FA54-5340-325A-250502@203
5512,12.0,5e-08,1.3e-09,3e-10,3.211,129.6,129.8,7.3e-09,1.66e-08,5.4e-09,1.5e-09,,14,117,16,1,1.0,FA54-5340-325A-250502@203
5513,11.0,1e-08,2.6e-09,1.1e-09,3.169,129.5,129.7,8.4e-09,1.74e-08,2.6e-09,2e-09,,14,118,16,1,1.0,FA54-5340-325A-250502@203
5514,10.0,6e-08,4e-10,1.8e-09,3.171,129.6,129.7,7e-09,1.71e-08,8e-10,2.8e-09,,14,119,16,1,1.0,FA54-5340-325A-250502@203
5515,9.0,2e-08,1.6e-09,8e-10,3.139,129.7,129.9,7.5e-09,1.63e-08,2.8e-09,1e-10,,14,120,16,1,1.0,FA54-5340-325A-250502@203
5516,8.0,2e-08,6e-10,2.2e-09,3.097,129.9,130.2,8.8e-09,1.57e-08,4.1e-09,9e-10,,14,121,16,1,1.0,FA54-5340-325A-250502@203
5517,7.0,1e-08,1.9e-09,5.6e-09,3.146,130.2,130.4,7.8e-09,1.74e-08,3.7e-09,1e-09,,14,122,16,1,1.0,FA54-5340-325A-250502@203
5518,6.0,0.0,9e-10,1.4e-09,3.158,130.3,130.4,7.9e-09,1.73e-08,1.4e-09,5.5e-09,,14,123,16,1,1.0,FA54-5340-325A-250502@203
5519,7.0,2e-08,1.6e-09,5e-10,3.182,130.2,130.4,7.8e-09,1.76e-08,6.5e-09,4.8e-09,,14,124,17,1,1.0,FA54-5340-325A-250502@203
5520,8.0,0.0,3.9e-09,2.7e-09,3.164,130.2,130.4,9e-09,1.56e-08,0.0,4.7e-09,,14,125,17,1,1.0,FA54-5340-325A-250502@203
5521,9.0,3e-08,2.37e-08,2.2e-09,0.345,0.4,,,,,,,14,126,17,6,1.0,FA54-5340-325A-250502@203
5522,10.0,1e-08,8e-10,2.1e-09,3.133,129.8,130.0,7.1e-09,1.64e-08,5e-09,7e-10,,14,127,17,1,1.0,FA54-5340-325A-250502@203
5523,11.0,0.0,1.2e-09,2.8e-09,3.143,129.6,129.9,7.8e-09,1.77e-08,4.1e-09,1.6e-09,,14,128,17,1,1.0,FA54-5340-325A-250502@203
5524,12.0,1e-08,3.1e-09,1.6e-09,3.13,129.5,129.8,9.1e-09,1.72e-08,4e-10,5.2e-09,,14,129,17,1,1.0,FA54-5340-325A-250502@203
5525,13.0,1e-08,2.3e-09,6.1e-09,3.186,129.6,129.9,8.4e-09,1.61e-08,5.5e-09,3e-10,,14,130,17,1,1.0,FA54-5340-325A-250502@203
5526,14.0,2e-08,1.7e-09,2.9e-09,3.101,130.0,130.4,7.8e-09,1.5e-08,1.8e-09,2.5e-09,,14,131,17,1,1.0,FA54-5340-325A-250502@203
5527,15.0,1e-08,2.6e-09,1.5e-09,3.076,129.9,130.0,8.6e-09,1.73e-08,2.6e-09,1.2e-09,,14,132,17,1,1.0,FA54-5340-325A-250502@203
5528,14.0,2e-08,4.4e-09,8e-10,3.092,129.7,130.1,7.3e-09,1.79e-08,9.5e-09,3.2e-09,,14,133,18,1,1.0,FA54-5340-325A-250502@203
5529,13.0,0.0,1.3e-09,6.9e-09,3.126,129.5,129.9,9.3e-09,1.74e-08,4.9e-09,3.8e-09,,14,134,18,1,1.0,FA54-5340-325A-250502@203
5530,12.0,2e-08,8e-10,3.4e-09,3.133,129.9,130.1,7.9e-09,1.71e-08,1.7e-09,2e-10,,14,135,18,1,1.0,FA54-5340-325A-250502@203
5531,11.0,4e-08,6e-10,2.4e-09,3.135,130.1,130.3,8.4e-09,1.79e-08,5.4e-09,1.1e-09,,14,136,18,1,1.0,FA54-5340-325A-250502@203
5532,10.0,4e-08,2e-09,2e-09,3.138,130.2,130.3,7.6e-09,1.73e-08,2.5e-09,4.2e-09,,14,137,18,1,1.0,FA54-5340-325A-250502@203
5533,9.0,5e-08,7e-10,8e-10,3.123,130.3,130.4,8e-09,1.79e-08,2.5e-09,0.0,,14,138,18,1,1.0,FA54-5340-325A-250502@203
5534,8.0,1e-08,2.1e-09,3.4e-09,3.116,129.9,130.3,9e-09,1.62e-08,2.3e-09,1e-10,,14,139,18,1,1.0,FA54-5340-325A-250502@203
5535,10.0,2e-08,1e-09,3.2e-09,3.14,129.7,130.1,1.01e-08,1.76e-08,4.5e-09,6e-10,,14,140,19,1,1.0,FA54-5340-325A-250502@203
5536,11.0,3e-08,3e-09,0.0,3.12,129.8,130.1,8.8e-09,1.94e-08,4.1e-09,1.8e-09,,14,141,19,1,1.0,FA54-5340-325A-250502@203
5537,12.0,0.0,2.2e-09,8e-10,3.103,129.5,129.7,9.5e-09,1.91e-08,2.5e-09,3.3e-09,,14,142,19,1,1.0,FA54-5340-325A-250502@203
5538,11.0,2e-08,3.5e-09,2.8e-09,3.12,128.8,129.2,1.16e-08,1.91e-08,1e-09,5e-10,,15,1,5,1,1.0,FA54-5340-325A-250502@203
5539,14.0,2e-08,4e-10,3.5e-09,3.097,129.0,129.3,8e-09,1.62e-08,3.4e-09,0.0,,15,2,6,1,1.0,FA54-5340-325A-250502@203
5540,13.0,0.0,2e-10,2.3e-09,3.072,129.4,129.8,8.5e-09,1.62e-08,2.5e-09,1e-09,,15,3,6,1,1.0,FA54-5340-325A-250502@203
5541,12.0,1e-08,8e-10,2e-10,3.029,130.0,130.1,1.03e-08,1.55e-08,5.4e-09,2.6e-09,,15,4,6,1,1.0,FA54-5340-325A-250502@203
5542,11.0,4e-08,1.7e-09,2.1e-09,3.064,130.0,130.2,7.4e-09,1.58e-08,7e-10,4.7e-09,,15,5,6,1,1.0,FA54-5340-325A-250502@203
5543,10.0,1e-08,5.7e-09,3.1e-09,3.088,129.7,130.0,8.3e-09,1.51e-08,3.1e-09,3.5e-09,,15,6,6,1,1.0,FA54-5340-325A-250502@203
5544,9.0,4e-08,1.7e-09,1.2e-09,3.123,129.3,129.6,6.8e-09,1.62e-08,3.5e-09,2.1e-09,,15,7,6,1,1.0,FA54-5340-325A-250502@203
5545,7.0,1e-08,0.0,2.3e-09,3.184,24.7,,,,,,,15,8,7,7,1.0,FA54-5340-325A-250502@203
5546,8.0,2e-08,7e-10,3.9e-09,3.171,129.6,129.9,7.5e-09,1.59e-08,1.5e-09,2.6e-09,,15,9,7,1,1.0,FA54-5340-325A-250502@203
5547,9.0,1e-08,2e-10,7e-10,3.123,130.2,130.4,7.8e-09,1.44e-08,3e-10,2.6e-09,,15,10,7,1,1.0,FA54-5340-325A-250502@203
5548,10.0,0.0,0.0,1.8e-09,3.096,130.2,130.4,7.2e-09,1.3e-08,7e-10,8e-10,,15,11,7,1,1.0,FA54-5340-325A-250502@203
5549,11.0,0.0,9e-10,4.8e-09,3.095,130.2,130.5,7.3e-09,1.32e-08,2.4e-09,5.1e-09,,15,12,7,1,1.0,FA54-5340-325A-250502@203
5550,12.0,2e-08,3.8e-09,4e-10,3.062,130.3,130.6,7.9e-09,1.42e-08,0.0,1e-10,,15,13,7,1,1.0,FA54-5340-325A-250502@203
5551,13.0,1e-08,0.0,1e-09,3.109,130.2,130.4,8.7e-09,1.35e-08,5e-09,3.2e-09,,15,14,7,1,1.0,FA54-5340-325A-250502@203
5552,14.0,3e-08,0.0,1.9e-09,3.027,130.2,130.4,6.9e-09,1.34e-08,5.4e-09,1e-09,,15,15,7,1,1.0,FA54-5340-325A-250502@203
5553,15.0,2e-08,2e-09,2e-10,3.059,129.7,130.0,7.6e-09,1.51e-08,1.6e-09,1.3e-09,,15,16,7,1,1.0,FA54-5340-325A-250502@203
5554,16.0,1e-08,4.6e-09,3.9e-09,3.012,129.9,130.2,7e-09,1.44e-08,3e-10,7e-10,,15,17,8,1,1.0,FA54-5340-325A-250502@203
5555,15.0,2e-08,3.3e-09,0.0,3.031,130.3,130.4,7.7e-09,1.4e-08,1.6e-09,3.5e-09,,15,18,8,1,1.0,FA54-5340-325A-250502@203
5556,14.0,3e-08,1.2e-09,3.6e-09,3.087,130.4,130.7,8e-09,1.33e-08,9e-10,3.1e-09,,15,19,8,1,1.0,FA54-5340-325A-250502@203
5557,13.0,0.0,1.9e-09,1.2e-09,3.13,130.1,130.3,6.1e-09,1.37e-08,2.6e-09,3e-10,,15,20,8,1,1.0,FA54-5340-325A-250502@203
5558,12.0,1e-08,1e-09,1.5e-09,3.102,130.0,130.3,7.7e-09,1.54e-08,5.2e-09,1.7e-09,,15,21,8,1,1.0,FA54-5340-325A-250502@203
5559,11.0,2e-08,1.8e-09,4e-10,3.096,129.9,130.1,7.8e-09,1.38e-08,3e-10,6.2e-09,,15,22,8,1,1.0,FA54-5340-325A-250502@203
5560,10.0,0.0,6e-10,2.9e-09,3.142,129.9,130.2,8.3e-09,1.34e-08,4.9e-09,4.3e-09,,15,23,8,1,1.0,FA54-5340-325A-250502@203
5561,9.0,0.0,1.3e-09,0.0,3.142,130.1,130.5,6.9e-09,1.27e-08,2.4e-09,3.6e-09,,15,24,8,1,1.0,FA54-5340-325A-250502@203
5562,8.0,0.0,3.3e-09,4e-10,3.182,130.0,130.3,7.2e-09,1.44e-08,1.4e-09,1.4e-09,,15,25,8,1,1.0,FA54-5340-325A-250502@203
5563,7.0,0.0,1.5e-09,7e-10,3.177,129.7,130.1,8.8e-09,1.6e-08,3e-10,6.1e-09,,15,26,8,1,1.0,FA54-5340-325A-250502@203
5564,6.0,0.0,1e-09,2.5e-09,3.231,129.4,129.7,9e-09,1.66e-08,8e-10,2.7e-09,,15,27,9,1,1.0,FA54-5340-325A-250502@203
5565,7.0,4e-08,2.8e-09,3.9e-09,3.184,130.1,130.2,6.8e-09,1.45e-08,1e-09,1.8e-09,,15,28,9,1,1.0,FA54-5340-325A-250502@203
5566,8.0,1e-08,1.6e-09,3.4e-09,3.252,129.9,130.2,8.6e-09,1.44e-08,4.1e-09,4e-09,,15,29,9,1,1.0,FA54-5340-325A-250502@203
5567,9.0,5e-08,3.4e-09,1e-10,3.124,129.9,130.2,7.7e-09,1.4e-08,1.9e-09,4.5e-09,,15,30,9,1,1.0,FA54-5340-325A-250502@203
5568,10.0,0.0,2.5e-09,2.7e-09,3.128,129.9,130.2,9e-09,1.32e-08,2.2e-09,4.6e-09,,15,31,9,1,1.0,FA54-5340-325A-250502@203
5569,11.0,0.0,1e-09,2.1e-09,3.117,130.2,130.5,7.1e-09,1.33e-08,0.0,1.4e-09,,15,32,9,1,1.0,FA54-5340-325A-250502@203
5570,12.0,0.0,2e-09,2.6e-09,3.117,130.3,130.6,8.1e-09,1.45e-08,4.9e-09,3.9e-09,,15,33,9,1,1.0,FA54-5340-325A-250502@203
5571,13.0,1e-08,3.1e-09,2.5e-09,3.167,130.2,130.5,7.9e-09,1.31e-08,4.8e-09,2.5e-09,,15,34,9,1,1.0,FA54-5340-325A-250502@203
