No.U,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2,Wafer_ID,Seq,X,Y,Bin,Lot_ID
6.0,0.0,2.8e-09,1e-09,3.098,130.3,130.4,7.3e-09,1.56e-08,1.1e-09,1.6e-09,,9,51,11,1,1.0,FA54-5341-327A-250430@203
7.0,1e-08,1.2e-09,4.6e-09,3.141,129.9,130.1,8.2e-09,1.5e-08,2.2e-09,7e-10,,9,52,11,1,1.0,FA54-5341-327A-250430@203
8.0,1e-08,2.2e-09,2.8e-09,3.159,129.5,129.8,6.9e-09,1.7e-08,5e-10,7e-10,,9,53,11,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,1e-10,3.1e-09,3.201,129.6,130.0,7.5e-09,1.64e-08,1.6e-09,5.2e-09,,9,54,11,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,6e-10,4e-09,3.222,129.7,129.9,8.3e-09,1.65e-08,3.4e-09,4e-09,,9,55,11,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,5e-10,1.9e-09,3.125,129.6,129.8,7.9e-09,1.44e-08,3.4e-09,6.8e-09,,9,56,11,1,1.0,FA54-5341-327A-250430@203
12.0,1e-08,1.3e-09,3e-10,3.156,129.6,129.8,7.2e-09,1.59e-08,5e-10,9e-10,,9,57,11,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,2.6e-09,2.1e-09,3.207,129.8,129.9,7.4e-09,1.53e-08,3.7e-09,2.8e-09,,9,58,11,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,2e-10,3.9e-09,3.101,129.6,129.9,7.9e-09,1.63e-08,7e-10,3.6e-09,,9,59,11,1,1.0,FA54-5341-327A-250430@203
15.0,1e-08,3e-10,2.3e-09,3.059,129.5,129.7,7.7e-09,1.83e-08,2.8e-09,1.6e-09,,9,60,11,1,1.0,FA54-5341-327A-250430@203
16.0,0.0,8e-10,1.6e-09,3.02,129.8,130.0,7.1e-09,1.73e-08,1.7e-09,1.6e-09,,9,61,11,1,1.0,FA54-5341-327A-250430@203
17.0,0.0,1.2e-09,2.2e-09,3.003,130.0,130.2,9.3e-09,1.71e-08,2.9e-09,8e-10,,9,62,11,1,1.0,FA54-5341-327A-250430@203
17.0,0.0,3.1e-09,0.0,3.018,130.0,130.1,8.3e-09,1.79e-08,1e-09,1e-09,,9,63,12,1,1.0,FA54-5341-327A-250430@203
16.0,1e-08,1e-10,3.3e-09,3.022,129.7,129.9,6.7e-09,1.77e-08,6e-10,4e-10,,9,64,12,1,1.0,FA54-5341-327A-250430@203
15.0,0.0,3e-10,2.2e-09,3.055,129.4,129.6,9.3e-09,1.6e-08,1.4e-09,1.9e-09,,9,65,12,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,2.3e-09,1.6e-09,3.094,129.6,129.8,8.1e-09,1.63e-08,2e-10,2e-10,,9,66,12,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,7e-10,5.4e-09,3.237,129.6,129.9,8.8e-09,1.49e-08,3.5e-09,4e-10,,9,67,12,1,1.0,FA54-5341-327A-250430@203
12.0,2e-08,4e-10,3.2e-09,3.207,129.5,129.7,7.3e-09,1.56e-08,5.2e-09,3.1e-09,,9,68,12,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,1.5e-09,1.5e-09,3.203,129.5,129.7,7.5e-09,1.58e-08,5.3e-09,1.9e-09,,9,69,12,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,1.6e-09,1.7e-09,3.236,129.7,129.8,7.7e-09,1.72e-08,2.8e-09,6e-10,,9,70,12,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,5e-10,3e-10,3.191,129.7,130.0,7.5e-09,1.6e-08,5.3e-09,1.4e-09,,9,71,12,1,1.0,FA54-5341-327A-250430@203
8.0,1e-08,2.7e-09,1.2e-09,3.245,129.5,129.9,8.1e-09,1.62e-08,8e-10,2.2e-09,,9,72,12,1,1.0,FA54-5341-327A-250430@203
7.0,0.0,2e-10,3.2e-09,3.157,130.0,130.2,7.5e-09,1.57e-08,1e-10,2e-09,,9,73,12,1,1.0,FA54-5341-327A-250430@203
6.0,0.0,1e-10,1.3e-09,3.107,130.3,130.4,8.5e-09,1.48e-08,3e-09,1.1e-09,,9,74,12,1,1.0,FA54-5341-327A-250430@203
5.0,0.0,2.9e-09,4e-10,3.108,129.9,130.2,8e-09,1.84e-08,1e-10,5e-10,,9,75,12,1,1.0,FA54-5341-327A-250430@203
5.0,1e-08,4.3e-09,5e-10,3.158,129.9,130.1,8.1e-09,1.74e-08,9e-10,3.2e-09,,9,76,13,1,1.0,FA54-5341-327A-250430@203
6.0,0.0,1.4e-09,1.4e-09,3.113,130.3,130.4,6.8e-09,1.62e-08,1.9e-09,3.4e-09,,9,77,13,1,1.0,FA54-5341-327A-250430@203
7.0,0.0,2.8e-09,9e-10,3.153,129.9,130.2,7.8e-09,1.6e-08,7e-10,3.6e-09,,9,78,13,1,1.0,FA54-5341-327A-250430@203
8.0,0.0,1.4e-09,5.1e-09,3.227,129.5,129.8,7.4e-09,1.65e-08,4e-10,3e-10,,9,79,13,1,1.0,FA54-5341-327A-250430@203
9.0,1e-08,0.0,1.4e-09,3.194,129.8,130.0,9e-09,1.57e-08,3.1e-09,8e-10,,9,80,13,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,1.9e-09,6e-10,3.159,129.5,129.7,7.9e-09,1.64e-08,2e-10,1.8e-09,,9,81,13,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,1e-10,2.4e-09,3.145,129.4,129.6,8.9e-09,1.58e-08,1.1e-09,2.9e-09,,9,82,13,1,1.0,FA54-5341-327A-250430@203
12.0,0.0,5e-10,4e-09,3.186,129.4,129.7,8.4e-09,1.55e-08,1.2e-09,0.0,,9,83,13,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,3.9e-09,0.0,3.207,129.5,129.8,8.2e-09,1.63e-08,2.1e-09,1.5e-09,,9,84,13,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,3.6e-09,1e-09,3.093,129.6,129.9,7.2e-09,1.63e-08,7e-10,3e-09,,9,85,13,1,1.0,FA54-5341-327A-250430@203
15.0,1e-08,1e-10,4.5e-09,3.079,129.4,129.5,8.3e-09,1.72e-08,1.5e-09,2.7e-09,,9,86,13,1,1.0,FA54-5341-327A-250430@203
16.0,0.0,1e-09,3.4e-09,3.04,129.6,129.9,8.1e-09,1.59e-08,4.1e-09,6.3e-09,,9,87,13,1,1.0,FA54-5341-327A-250430@203
17.0,0.0,9e-10,5e-10,3.041,130.0,130.2,7.5e-09,1.73e-08,3e-10,3e-10,,9,88,13,1,1.0,FA54-5341-327A-250430@203
17.0,2e-08,2.8e-09,4e-10,3.067,130.0,130.2,6.4e-09,1.54e-08,2.5e-09,2.6e-09,,9,89,14,1,1.0,FA54-5341-327A-250430@203
16.0,1e-08,1.4e-09,3.1e-09,3.032,129.7,129.9,8.4e-09,1.61e-08,2.1e-09,6e-09,,9,90,14,1,1.0,FA54-5341-327A-250430@203
15.0,2e-08,2.8e-09,1.5e-09,3.04,129.3,129.6,7.7e-09,1.76e-08,1.8e-09,1e-10,,9,91,14,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,4e-10,2.1e-09,3.078,129.8,129.9,7.2e-09,1.61e-08,3.7e-09,2e-10,,9,92,14,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,2.3e-09,2e-10,3.234,129.6,129.9,8e-09,1.62e-08,2.4e-09,3e-09,,9,93,14,1,1.0,FA54-5341-327A-250430@203
12.0,0.0,9e-10,6.5e-09,3.162,129.6,129.8,7.2e-09,1.63e-08,3e-10,1.4e-09,,9,94,14,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,3e-10,7.2e-09,3.172,129.5,129.8,8.6e-09,1.52e-08,4.8e-09,5e-10,,9,95,14,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,1.9e-09,2.1e-09,3.185,129.6,129.8,7.7e-09,1.61e-08,4.6e-09,2.5e-09,,9,96,14,1,1.0,FA54-5341-327A-250430@203
9.0,1e-08,2.9e-09,2.2e-09,3.146,129.6,129.8,6.8e-09,1.55e-08,5.1e-09,7e-10,,9,97,14,1,1.0,FA54-5341-327A-250430@203
8.0,1e-08,3.7e-09,1.8e-09,3.229,129.1,129.6,7.5e-09,1.64e-08,1.7e-09,3.6e-09,,9,98,14,1,1.0,FA54-5341-327A-250430@203
7.0,1e-08,2e-10,3e-09,3.167,129.9,130.1,5.7e-09,1.6e-08,2.5e-09,1.5e-09,,9,99,14,1,1.0,FA54-5341-327A-250430@203
6.0,0.0,6e-10,1.3e-09,3.113,130.1,130.4,8.9e-09,1.45e-08,2.1e-09,1.5e-09,,9,100,14,1,1.0,FA54-5341-327A-250430@203
5.0,0.0,8e-10,1.7e-09,3.196,129.5,129.9,7.9e-09,1.75e-08,1.9e-09,7e-10,,9,101,14,1,1.0,FA54-5341-327A-250430@203
6.0,0.0,1.3e-09,2.1e-09,3.182,130.1,130.3,6.4e-09,1.49e-08,3.6e-09,4e-10,,9,102,15,1,1.0,FA54-5341-327A-250430@203
7.0,0.0,2.9e-09,4e-10,3.181,129.8,130.1,6.9e-09,1.57e-08,1e-09,3.8e-09,,9,103,15,1,1.0,FA54-5341-327A-250430@203
8.0,1e-08,6e-10,3e-09,3.152,129.1,129.5,6.1e-09,1.6e-08,1e-09,1e-10,,9,104,15,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,0.0,5e-10,3.153,129.2,129.4,7.7e-09,1.46e-08,8e-10,3.2e-09,,9,105,15,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,3.2e-09,1.8e-09,3.16,129.4,129.5,7.1e-09,1.55e-08,2e-09,2.6e-09,,9,106,15,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,1.6e-09,3.5e-09,3.156,129.5,129.6,8.1e-09,1.42e-08,2.4e-09,1.9e-09,,9,107,15,1,1.0,FA54-5341-327A-250430@203
12.0,2e-08,2.1e-09,1.7e-09,3.176,129.6,129.9,8.7e-09,1.45e-08,3.4e-09,3.9e-09,,9,108,15,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,2.5e-09,8.1e-09,3.169,129.6,129.9,7.8e-09,1.55e-08,1.9e-09,8e-10,,9,109,15,1,1.0,FA54-5341-327A-250430@203
14.0,1e-08,8e-10,2.3e-09,3.088,129.5,129.6,7.1e-09,1.68e-08,3e-10,9e-10,,9,110,15,1,1.0,FA54-5341-327A-250430@203
15.0,1e-08,1e-10,6.2e-09,3.085,129.3,129.5,7.6e-09,1.58e-08,4.4e-09,3.8e-09,,9,111,15,1,1.0,FA54-5341-327A-250430@203
16.0,0.0,2.1e-09,0.0,3.08,129.8,130.0,7.1e-09,1.61e-08,2.1e-09,3e-09,,9,112,15,1,1.0,FA54-5341-327A-250430@203
16.0,0.0,4.2e-09,2.5e-09,3.068,130.0,130.0,7.2e-09,1.52e-08,9e-10,1.5e-09,,9,113,16,1,1.0,FA54-5341-327A-250430@203
15.0,1e-08,2.3e-09,5.4e-09,3.092,129.7,129.9,8.2e-09,1.51e-08,2e-09,7e-10,,9,114,16,1,1.0,FA54-5341-327A-250430@203
14.0,1e-08,3.5e-09,3e-09,3.083,129.6,129.8,7.1e-09,1.61e-08,2e-10,2.1e-09,,9,115,16,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,7e-10,6.3e-09,3.142,129.3,129.5,8.4e-09,1.54e-08,4.4e-09,3e-10,,9,116,16,1,1.0,FA54-5341-327A-250430@203
12.0,0.0,9e-10,2.5e-09,3.135,129.2,129.6,7.6e-09,1.69e-08,1.8e-09,3.4e-09,,9,117,16,1,1.0,FA54-5341-327A-250430@203
11.0,1e-08,3e-10,3.7e-09,3.101,128.9,129.2,8.2e-09,1.69e-08,1.9e-09,4.6e-09,,9,118,16,1,1.0,FA54-5341-327A-250430@203
10.0,1e-08,1e-09,3e-10,3.139,128.9,129.2,8e-09,1.78e-08,2.2e-09,3e-10,,9,119,16,1,1.0,FA54-5341-327A-250430@203
9.0,1e-08,3e-10,9e-10,3.133,129.1,129.4,7.2e-09,1.65e-08,4.4e-09,2.6e-09,,9,120,16,1,1.0,FA54-5341-327A-250430@203
8.0,0.0,2.5e-09,7e-10,3.152,129.3,129.7,7.5e-09,1.58e-08,3.2e-09,5e-09,,9,121,16,1,1.0,FA54-5341-327A-250430@203
7.0,0.0,8e-10,1.8e-09,3.169,130.0,130.2,6.7e-09,1.51e-08,5.1e-09,2.7e-09,,9,122,16,1,1.0,FA54-5341-327A-250430@203
6.0,0.0,8e-10,2e-09,3.213,129.6,129.9,7.6e-09,1.41e-08,2.8e-09,6.9e-09,,9,123,16,1,1.0,FA54-5341-327A-250430@203
7.0,0.0,2.7e-09,6e-10,3.14,129.8,130.1,5.7e-09,1.47e-08,3.2e-09,3.2e-09,,9,124,17,1,1.0,FA54-5341-327A-250430@203
8.0,1e-08,1.4e-09,5e-10,3.172,129.5,129.9,7.9e-09,1.36e-08,1.3e-09,3.2e-09,,9,125,17,1,1.0,FA54-5341-327A-250430@203
9.0,1e-08,1.2e-09,1.4e-09,3.087,129.6,129.8,6.8e-09,1.55e-08,1.8e-09,7e-10,,9,126,17,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,1.6e-09,9e-10,3.113,129.1,129.3,8.4e-09,1.6e-08,7e-10,3e-10,,9,127,17,1,1.0,FA54-5341-327A-250430@203
11.0,1e-08,2.5e-09,2e-10,3.075,129.0,129.3,6.8e-09,1.71e-08,2.5e-09,4e-10,,9,128,17,1,1.0,FA54-5341-327A-250430@203
12.0,0.0,5e-10,5.4e-09,3.076,129.2,129.4,7.9e-09,1.61e-08,9e-10,1.2e-09,,9,129,17,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,8e-10,4.1e-09,3.113,129.4,129.7,6.7e-09,1.63e-08,1.9e-09,2.7e-09,,9,130,17,1,1.0,FA54-5341-327A-250430@203
14.0,2e-08,2.5e-09,6.5e-09,3.059,129.9,130.1,7.8e-09,1.49e-08,5.9e-09,3.4e-09,,9,131,17,1,1.0,FA54-5341-327A-250430@203
15.0,0.0,2e-09,3.1e-09,3.067,129.9,130.0,6.9e-09,1.51e-08,2.1e-09,4.2e-09,,9,132,17,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,7e-10,2.3e-09,3.044,129.8,130.0,5.5e-09,1.48e-08,3.1e-09,3e-10,,9,133,18,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,1.1e-09,2e-10,3.058,129.6,129.8,7.1e-09,1.44e-08,1e-10,3.2e-09,,9,134,18,1,1.0,FA54-5341-327A-250430@203
12.0,1e-08,8e-10,5.4e-09,3.045,129.7,129.9,6.9e-09,1.57e-08,2e-09,1.4e-09,,9,135,18,1,1.0,FA54-5341-327A-250430@203
11.0,1e-08,1.1e-09,1.8e-09,3.052,129.5,129.8,8.3e-09,1.56e-08,3e-10,2.5e-09,,9,136,18,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,2.2e-09,3.5e-09,3.062,129.5,129.8,7.3e-09,1.6e-08,1e-09,6e-10,,9,137,18,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,1.5e-09,5.3e-09,3.08,129.7,129.9,7.5e-09,1.47e-08,4.5e-09,2.9e-09,,9,138,18,1,1.0,FA54-5341-327A-250430@203
8.0,1e-08,1.2e-09,2.5e-09,3.165,129.5,129.8,7.5e-09,1.61e-08,2.7e-09,2.2e-09,,9,139,18,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,8e-10,1e-10,3.063,129.4,129.7,7.2e-09,1.48e-08,1.5e-09,2.7e-09,,9,140,19,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,2.1e-09,3.6e-09,3.046,129.7,129.9,7.4e-09,1.52e-08,2.8e-09,3.6e-09,,9,141,19,1,1.0,FA54-5341-327A-250430@203
12.0,0.0,4.2e-09,3e-09,3.042,129.7,129.9,7.6e-09,1.63e-08,1.3e-09,1.6e-09,,9,142,19,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,2e-10,3.5e-09,2.987,128.7,129.1,1.01e-08,1.79e-08,3.8e-09,6.9e-09,,10,1,5,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,2.5e-09,0.0,2.925,128.3,128.8,8.3e-09,1.88e-08,3e-10,3.1e-09,,10,2,6,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,1.3e-09,6.3e-09,2.942,129.0,129.5,7.8e-09,1.78e-08,1e-10,6e-10,,10,3,6,1,1.0,FA54-5341-327A-250430@203
12.0,0.0,9e-10,3e-10,2.953,129.8,130.0,8.6e-09,1.65e-08,0.0,3e-09,,10,4,6,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,1.4e-09,5.3e-09,2.951,130.0,130.2,1e-08,1.71e-08,3.9e-09,3e-10,,10,5,6,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,1.8e-09,1.4e-09,2.965,130.0,130.3,9.1e-09,1.7e-08,1.6e-09,5e-09,,10,6,6,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,1.4e-09,3.5e-09,2.975,129.7,130.0,9.4e-09,1.94e-08,2.8e-09,1.7e-09,,10,7,6,1,1.0,FA54-5341-327A-250430@203
7.0,1e-08,2.1e-09,2.2e-09,2.997,129.1,129.6,9.8e-09,2.06e-08,1.5e-09,3.7e-09,,10,8,7,1,1.0,FA54-5341-327A-250430@203
8.0,0.0,1.9e-09,0.0,2.974,129.9,130.0,7.4e-09,1.77e-08,2.1e-09,3.4e-09,,10,9,7,1,1.0,FA54-5341-327A-250430@203
9.0,1e-08,1e-10,2e-09,2.966,130.3,130.4,8.9e-09,1.57e-08,2.6e-09,5.1e-09,,10,10,7,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,4.1e-09,8e-10,2.984,130.3,130.6,7.9e-09,1.68e-08,2.7e-09,4.4e-09,,10,11,7,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,2.5e-09,3.7e-09,2.977,130.3,130.4,9.1e-09,1.6e-08,3.1e-09,2.4e-09,,10,12,7,1,1.0,FA54-5341-327A-250430@203
12.0,0.0,2.6e-09,7e-10,2.95,130.2,130.3,8.4e-09,1.75e-08,0.0,2.3e-09,,10,13,7,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,9e-10,3.8e-09,2.993,129.9,130.2,8.7e-09,1.69e-08,1.3e-09,4e-09,,10,14,7,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,1.4e-09,9e-10,2.896,130.0,130.3,7.9e-09,1.71e-08,2.2e-09,3e-10,,10,15,7,1,1.0,FA54-5341-327A-250430@203
15.0,0.0,0.0,5e-10,2.897,129.2,129.5,7.6e-09,1.79e-08,3.7e-09,1.5e-09,,10,16,7,1,1.0,FA54-5341-327A-250430@203
16.0,0.0,1e-10,7e-10,2.89,128.9,129.3,7.3e-09,1.75e-08,2.9e-09,7e-10,,10,17,8,1,1.0,FA54-5341-327A-250430@203
15.0,0.0,2.3e-09,3.2e-09,2.888,129.9,130.2,9e-09,1.62e-08,3.6e-09,2.8e-09,,10,18,8,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,4.8e-09,2.5e-09,2.895,130.2,130.5,7.6e-09,1.65e-08,0.0,2.1e-09,,10,19,8,1,1.0,FA54-5341-327A-250430@203
13.0,1e-08,8e-10,2.6e-09,3.037,129.7,130.0,7e-09,1.72e-08,3.6e-09,2.2e-09,,10,20,8,1,1.0,FA54-5341-327A-250430@203
12.0,1e-08,1.1e-09,4e-09,2.983,129.8,130.0,9.3e-09,1.73e-08,3.4e-09,2e-10,,10,21,8,1,1.0,FA54-5341-327A-250430@203
11.0,2e-08,8e-10,4e-09,3.009,129.8,130.0,8.2e-09,1.71e-08,4.3e-09,5.3e-09,,10,22,8,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,1.4e-09,0.0,3.011,130.0,130.2,7.3e-09,1.67e-08,4.9e-09,1.4e-09,,10,23,8,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,2.5e-09,2.8e-09,2.997,130.3,130.4,7.9e-09,1.67e-08,6.1e-09,1.3e-09,,10,24,8,1,1.0,FA54-5341-327A-250430@203
8.0,0.0,1.2e-09,3.1e-09,3.016,130.2,130.4,8.2e-09,1.67e-08,3.3e-09,6.8e-09,,10,25,8,1,1.0,FA54-5341-327A-250430@203
7.0,1e-08,2.4e-09,1.7e-09,2.995,130.1,130.3,7.9e-09,1.73e-08,3.5e-09,4.9e-09,,10,26,8,1,1.0,FA54-5341-327A-250430@203
6.0,1e-08,1.6e-09,2e-09,3.017,129.8,130.2,8.4e-09,1.65e-08,2.7e-09,5e-09,,10,27,9,1,1.0,FA54-5341-327A-250430@203
7.0,1e-08,7e-10,4.1e-09,3.041,130.1,130.3,9e-09,1.73e-08,7e-10,3.9e-09,,10,28,9,1,1.0,FA54-5341-327A-250430@203
8.0,0.0,9e-10,1.3e-09,3.095,130.0,130.4,8.4e-09,1.84e-08,6e-10,3e-10,,10,29,9,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,3e-10,2e-10,3.022,129.9,130.2,8.1e-09,1.7e-08,4.1e-09,7e-10,,10,30,9,1,1.0,FA54-5341-327A-250430@203
10.0,99.99,,,,,,,,,,,10,31,9,3,1.0,FA54-5341-327A-250430@203
11.0,1e-08,6e-10,2.6e-09,3.052,130.0,130.2,8e-09,1.62e-08,5.4e-09,3.8e-09,,10,32,9,1,1.0,FA54-5341-327A-250430@203
12.0,1e-08,2.9e-09,3.4e-09,3.054,130.1,130.2,8.7e-09,1.44e-08,3.3e-09,4.4e-09,,10,33,9,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,2.5e-09,1.1e-09,3.088,129.6,130.0,8.4e-09,1.79e-08,1.2e-09,2e-10,,10,34,9,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,4e-09,2.3e-09,2.902,130.0,130.1,7.5e-09,1.6e-08,1e-09,2.5e-09,,10,35,9,1,1.0,FA54-5341-327A-250430@203
15.0,0.0,3e-10,4e-10,2.919,129.7,129.9,8.3e-09,1.69e-08,3.3e-09,3.4e-09,,10,36,9,1,1.0,FA54-5341-327A-250430@203
16.0,0.0,2.3e-09,2.7e-09,2.884,129.6,129.8,8e-09,1.5e-08,2.9e-09,7.2e-09,,10,37,9,1,1.0,FA54-5341-327A-250430@203
17.0,0.0,1.2e-09,4e-10,2.916,129.2,129.4,8.4e-09,1.81e-08,6e-10,2e-10,,10,38,10,1,1.0,FA54-5341-327A-250430@203
16.0,1e-08,7e-10,2.5e-09,2.919,129.7,129.9,7.3e-09,1.63e-08,3.3e-09,2.9e-09,,10,39,10,1,1.0,FA54-5341-327A-250430@203
15.0,1e-08,1.8e-09,6e-10,2.942,129.3,129.6,8.1e-09,1.6e-08,1.1e-09,3e-09,,10,40,10,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,1.5e-09,5.2e-09,2.94,129.9,130.1,7.5e-09,1.7e-08,1e-09,9e-10,,10,41,10,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,0.0,1.4e-09,3.146,130.1,130.4,9.3e-09,1.66e-08,4e-10,1.9e-09,,10,42,10,1,1.0,FA54-5341-327A-250430@203
12.0,1e-08,2.6e-09,1.2e-09,3.16,130.3,130.5,8.2e-09,1.71e-08,1.2e-09,6e-10,,10,43,10,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,3e-10,1.5e-09,3.018,130.3,130.5,9.1e-09,1.55e-08,1.3e-09,4.4e-09,,10,44,10,1,1.0,FA54-5341-327A-250430@203
10.0,0.0,1.4e-09,4.6e-09,3.122,130.1,130.4,7.5e-09,1.66e-08,1.5e-09,1.8e-09,,10,45,10,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,1.6e-09,4.6e-09,3.124,129.9,130.1,8e-09,1.64e-08,2.7e-09,2.1e-09,,10,46,10,1,1.0,FA54-5341-327A-250430@203
8.0,0.0,1.4e-09,3.3e-09,3.063,129.8,130.0,8e-09,1.81e-08,3.4e-09,1.7e-09,,10,47,10,1,1.0,FA54-5341-327A-250430@203
7.0,0.0,1.6e-09,4e-10,3.058,130.2,130.4,7.7e-09,1.72e-08,2.1e-09,3.1e-09,,10,48,10,1,1.0,FA54-5341-327A-250430@203
6.0,0.0,3.8e-09,1.2e-09,3.039,129.9,130.3,8.3e-09,1.78e-08,1e-09,4.3e-09,,10,49,10,1,1.0,FA54-5341-327A-250430@203
5.0,0.0,1.6e-09,5.9e-09,3.023,129.1,129.4,9.1e-09,1.91e-08,3.8e-09,1.3e-09,,10,50,11,1,1.0,FA54-5341-327A-250430@203
6.0,0.0,1.1e-09,6e-10,3.057,129.9,130.1,7.7e-09,1.84e-08,1.8e-09,1.9e-09,,10,51,11,1,1.0,FA54-5341-327A-250430@203
7.0,2e-08,4e-10,1.2e-09,3.081,130.1,130.3,7.3e-09,1.75e-08,2.7e-09,5e-10,,10,52,11,1,1.0,FA54-5341-327A-250430@203
8.0,0.0,2e-09,6.3e-09,3.108,129.9,130.1,9.1e-09,1.69e-08,1.6e-09,3e-10,,10,53,11,1,1.0,FA54-5341-327A-250430@203
9.0,0.0,3.7e-09,7e-10,3.115,130.0,130.3,8.1e-09,1.63e-08,1.6e-09,2.1e-09,,10,54,11,1,1.0,FA54-5341-327A-250430@203
10.0,1e-08,2.8e-09,1.8e-09,3.137,130.3,130.4,7.2e-09,1.53e-08,1e-10,3.1e-09,,10,55,11,1,1.0,FA54-5341-327A-250430@203
11.0,0.0,1.2e-09,5.4e-09,3.078,130.0,130.2,9.3e-09,1.52e-08,3.9e-09,1.8e-09,,10,56,11,1,1.0,FA54-5341-327A-250430@203
12.0,0.0,1.8e-09,1e-09,3.144,130.0,130.1,8.8e-09,1.72e-08,8e-10,7e-10,,10,57,11,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,2e-10,3.5e-09,3.132,130.0,7.5,,,,,,10,58,11,8,1.0,FA54-5341-327A-250430@203
14.0,0.0,2.6e-09,8e-10,3.024,129.9,130.2,9e-09,1.55e-08,2.3e-09,2.8e-09,,10,59,11,1,1.0,FA54-5341-327A-250430@203
15.0,0.0,1.1e-09,5e-10,3.001,129.3,129.6,8.3e-09,1.84e-08,6e-10,7e-10,,10,60,11,1,1.0,FA54-5341-327A-250430@203
16.0,0.0,2.3e-09,4.7e-09,2.921,129.5,129.7,8e-09,1.7e-08,1.2e-09,1.9e-09,,10,61,11,1,1.0,FA54-5341-327A-250430@203
17.0,1e-08,1.6e-09,1.9e-09,2.911,129.5,129.8,9.3e-09,1.54e-08,3.4e-09,1e-09,,10,62,11,1,1.0,FA54-5341-327A-250430@203
17.0,0.0,3.3e-09,5e-10,2.931,129.6,129.9,8.1e-09,1.73e-08,5e-10,1e-09,,10,63,12,1,1.0,FA54-5341-327A-250430@203
16.0,0.0,1.6e-09,6.2e-09,2.911,129.6,129.8,8.6e-09,1.66e-08,3.9e-09,3e-10,,10,64,12,1,1.0,FA54-5341-327A-250430@203
15.0,0.0,1.4e-09,3.5e-09,2.94,129.5,129.6,8.6e-09,1.83e-08,1.8e-09,3.1e-09,,10,65,12,1,1.0,FA54-5341-327A-250430@203
14.0,0.0,2.1e-09,2e-10,3.024,130.1,130.4,8.7e-09,1.63e-08,1.6e-09,3.8e-09,,10,66,12,1,1.0,FA54-5341-327A-250430@203
13.0,0.0,7e-10,8e-10,3.178,129.8,130.0,7.9e-09,1.7e-08,3.3e-09,0.0,,10,67,12,1,1.0,FA54-5341-327A-250430@203
12.0,1e-08,3e-10,4.2e-09,3.149,129.3,129.5,8.5e-09,1.77e-08,3.2e-09,5.8e-09,,10,68,12,1,1.0,FA54-5341-327A-250430@203
