Program name	H0206AD_E4_CP1.dll
Lot number	C127251.00-CPTSTE11-241023-003706@CP
Wafer number	03
Date	2024/10/23
Time	00:37:09

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH1	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
143	15	13	1	1.28000E-002	-1.00000E-004	-7.00000E-004	9.08000E-008	3.00000E-010	2.93600E-007	2.59170E+000	7.26448E+002	7.27939E+002	1.49120E+000	1.23559E-001	6.82100E-001	1.17000E-011	7.96000E-011	1.45400E-007
147	17	13	1	1.28000E-002	-1.00000E-004	-8.00000E-004	9.10000E-008	4.00000E-010	3.16000E-007	2.56600E+000	7.17707E+002	7.19786E+002	2.07860E+000	1.22846E-001	6.81900E-001	7.02000E-011	2.29400E-010	1.48100E-007
151	19	13	1	1.27000E-002	-1.00000E-004	-8.00000E-004	9.01000E-008	3.00000E-010	3.03300E-007	2.66050E+000	7.25841E+002	7.27291E+002	1.45040E+000	1.23653E-001	6.83500E-001	1.49800E-010	2.83300E-010	1.47600E-007
155	21	13	1	1.28000E-002	-1.00000E-004	-8.00000E-004	8.66000E-008	2.00000E-010	5.16600E-007	3.29910E+000	7.34468E+002	7.35967E+002	1.49910E+000	1.26380E-001	6.90000E-001	4.68000E-011	2.06000E-010	2.39600E-007
159	23	13	1	1.28000E-002	-1.00000E-004	-8.00000E-004	7.91000E-008	5.00000E-010	5.71700E-007	3.43220E+000	7.39726E+002	7.41139E+002	1.41340E+000	1.29284E-001	6.92200E-001	6.56000E-011	1.31100E-010	2.63200E-007
163	25	13	1	1.28000E-002	-2.00000E-004	-8.00000E-004	5.92000E-008	3.00000E-010	6.02900E-007	3.47630E+000	7.38771E+002	7.40279E+002	1.50740E+000	1.30273E-001	6.92900E-001	6.79000E-011	3.30100E-010	2.73200E-007
167	27	13	1	1.28000E-002	-2.00000E-004	-7.00000E-004	4.28000E-008	3.00000E-010	5.37100E-007	3.44920E+000	7.30593E+002	7.32223E+002	1.63080E+000	1.26588E-001	6.90500E-001	4.70000E-012	1.00700E-010	2.48600E-007
171	27	15	1	1.28000E-002	-2.00000E-004	-7.00000E-004	4.47000E-008	5.00000E-010	5.02400E-007	3.45300E+000	7.30973E+002	7.32640E+002	1.66640E+000	1.26651E-001	6.90300E-001	8.19000E-011	2.13100E-010	2.34700E-007
175	25	15	1	1.27000E-002	-1.00000E-004	-7.00000E-004	5.99000E-008	3.00000E-010	5.59100E-007	3.45900E+000	7.40091E+002	7.41650E+002	1.55970E+000	1.29434E-001	6.92400E-001	7.26000E-011	2.08400E-010	2.57900E-007
179	23	15	1	1.28000E-002	-1.00000E-004	-7.00000E-004	7.74000E-008	5.00000E-010	5.65400E-007	3.41270E+000	7.38588E+002	7.39991E+002	1.40400E+000	1.28596E-001	6.92600E-001	3.51000E-011	1.54500E-010	2.57700E-007
183	21	15	1	1.27000E-002	-1.00000E-004	-7.00000E-004	8.44000E-008	6.00000E-010	5.36700E-007	3.30530E+000	7.35561E+002	7.36885E+002	1.32350E+000	1.25919E-001	6.90400E-001	6.79000E-011	3.25400E-010	2.48000E-007
187	19	15	1	1.28000E-002	-1.00000E-004	-7.00000E-004	9.25000E-008	3.00000E-010	3.12200E-007	2.65690E+000	7.25709E+002	7.27063E+002	1.35390E+000	1.23102E-001	6.83400E-001	2.22400E-010	0.00000E+000	1.51900E-007
191	17	15	1	1.28000E-002	-1.00000E-004	-8.00000E-004	9.11000E-008	3.00000E-010	3.29500E-007	2.58630E+000	7.17809E+002	7.19492E+002	1.68260E+000	1.23285E-001	6.81900E-001	2.11000E-011	6.09000E-011	1.52000E-007
195	15	15	1	1.28000E-002	0.00000E+000	-7.00000E-004	9.12000E-008	4.00000E-010	2.97800E-007	2.62940E+000	7.24683E+002	7.26235E+002	1.55260E+000	1.22671E-001	6.82900E-001	7.00000E-012	3.84000E-010	1.44100E-007
199	13	15	1	1.27000E-002	-1.00000E-004	-7.00000E-004	8.68000E-008	4.00000E-010	4.25900E-007	3.13160E+000	7.33991E+002	7.35502E+002	1.51040E+000	1.22126E-001	6.88000E-001	7.73000E-011	1.05400E-010	2.03100E-007
203	11	15	1	1.28000E-002	-2.00000E-004	-8.00000E-004	7.95000E-008	6.00000E-010	5.45900E-007	3.35690E+000	7.39470E+002	7.40906E+002	1.43660E+000	1.28563E-001	6.91600E-001	2.10700E-010	2.15400E-010	2.51800E-007
207	9	15	1	1.28000E-002	-2.00000E-004	-7.00000E-004	6.02000E-008	6.00000E-010	5.54600E-007	3.41350E+000	7.42668E+002	7.44157E+002	1.48940E+000	1.29785E-001	6.91900E-001	4.68000E-011	3.69900E-010	2.58900E-007
211	7	15	1	1.28000E-002	-3.00000E-004	-7.00000E-004	4.01000E-008	2.00000E-010	4.46800E-007	3.44270E+000	7.37412E+002	7.39126E+002	1.71430E+000	1.25607E-001	6.90200E-001	1.64000E-011	8.90000E-011	2.09600E-007
215	5	15	1	1.28000E-002	-3.00000E-004	-7.00000E-004	1.64000E-008	6.00000E-010	4.41200E-007	3.48570E+000	7.13403E+002	7.16516E+002	3.11250E+000	1.28672E-001	6.91400E-001	9.40000E-012	7.02000E-011	1.98200E-007
219	6	17	1	1.28000E-002	-3.00000E-004	-7.00000E-004	2.13000E-008	6.00000E-010	4.17000E-007	3.48200E+000	7.24666E+002	7.26071E+002	1.40520E+000	1.26006E-001	6.90600E-001	1.92000E-010	2.73900E-010	1.95200E-007
223	8	17	1	1.28000E-002	-3.00000E-004	-8.00000E-004	4.23000E-008	5.00000E-010	4.47000E-007	3.45200E+000	7.40633E+002	7.42063E+002	1.42980E+000	1.27749E-001	6.91700E-001	2.30000E-012	3.81600E-010	2.14800E-007
227	10	17	1	1.27000E-002	-3.00000E-004	-8.00000E-004	6.11000E-008	6.00000E-010	5.13600E-007	3.40340E+000	7.43186E+002	7.44774E+002	1.58790E+000	1.29115E-001	6.91400E-001	1.87300E-010	2.34000E-011	2.42000E-007
231	12	17	1	1.29000E-002	-3.00000E-004	-8.00000E-004	7.57000E-008	7.00000E-010	4.77300E-007	3.33400E+000	7.39835E+002	7.41625E+002	1.79050E+000	1.27743E-001	6.90500E-001	7.00000E-012	1.05400E-010	2.25200E-007
235	14	17	1	1.28000E-002	-2.00000E-004	-7.00000E-004	8.40000E-008	4.00000E-010	4.41800E-007	3.21010E+000	7.37072E+002	7.38496E+002	1.42410E+000	1.25873E-001	6.88700E-001	1.21700E-010	3.79300E-010	2.10600E-007
239	16	17	1	1.27000E-002	-2.00000E-004	-7.00000E-004	8.56000E-008	4.00000E-010	3.88300E-007	3.02010E+000	7.30524E+002	7.32513E+002	1.98910E+000	1.24392E-001	6.87100E-001	6.32000E-011	3.16100E-010	1.84900E-007
243	18	17	1	1.27000E-002	-1.00000E-004	-7.00000E-004	8.64000E-008	4.00000E-010	4.06300E-007	3.07720E+000	7.31687E+002	7.33511E+002	1.82430E+000	1.24400E-001	6.87800E-001	2.13100E-010	1.12400E-010	1.90800E-007
247	20	17	1	1.28000E-002	-1.00000E-004	-7.00000E-004	8.54000E-008	5.00000E-010	4.94000E-007	3.27110E+000	7.35845E+002	7.37419E+002	1.57410E+000	1.26231E-001	6.89900E-001	4.70000E-012	2.13100E-010	2.29900E-007
251	22	17	1	1.28000E-002	0.00000E+000	-7.00000E-004	7.66000E-008	7.00000E-010	5.15000E-007	3.39440E+000	7.40418E+002	7.41942E+002	1.52460E+000	1.28044E-001	6.92000E-001	9.40000E-012	2.97300E-010	2.38200E-007
255	24	17	1	1.28000E-002	-1.00000E-004	-6.00000E-004	6.20000E-008	3.00000E-010	5.51500E-007	3.43880E+000	7.41635E+002	7.43111E+002	1.47620E+000	1.29562E-001	6.92200E-001	1.14700E-010	2.83300E-010	2.56100E-007
259	26	17	1	1.27000E-002	-1.00000E-004	-7.00000E-004	4.16000E-008	5.00000E-010	4.64000E-007	3.46910E+000	7.36129E+002	7.37993E+002	1.86450E+000	1.26511E-001	6.91100E-001	1.75600E-010	3.16100E-010	2.22200E-007
263	25	19	1	1.28000E-002	-1.00000E-004	-7.00000E-004	4.02000E-008	6.00000E-010	4.44200E-007	3.45320E+000	7.30859E+002	7.32485E+002	1.62620E+000	1.25720E-001	6.90400E-001	7.96000E-011	3.20800E-010	2.10100E-007
267	23	19	1	1.28000E-002	-1.00000E-004	-7.00000E-004	5.43000E-008	5.00000E-010	5.36900E-007	3.45590E+000	7.39195E+002	7.40643E+002	1.44730E+000	1.29500E-001	6.92400E-001	1.45200E-010	2.78600E-010	2.48600E-007
271	21	19	1	1.28000E-002	-1.00000E-004	-7.00000E-004	6.69000E-008	4.00000E-010	5.72600E-007	3.41920E+000	7.37968E+002	7.39945E+002	1.97780E+000	1.29280E-001	6.92100E-001	8.66000E-011	1.75600E-010	2.59600E-007
275	19	19	1	1.28000E-002	0.00000E+000	-7.00000E-004	7.64000E-008	6.00000E-010	5.58800E-007	3.40230E+000	7.37185E+002	7.39254E+002	2.06970E+000	1.28375E-001	6.92200E-001	2.48200E-010	3.25400E-010	2.54500E-007
279	17	19	1	1.28000E-002	-1.00000E-004	-7.00000E-004	7.92000E-008	4.00000E-010	5.50100E-007	3.38630E+000	7.38476E+002	7.40454E+002	1.97800E+000	1.28068E-001	6.91900E-001	5.85000E-011	3.23100E-010	2.53900E-007
283	15	19	1	1.28000E-002	-1.00000E-004	-7.00000E-004	7.51000E-008	6.00000E-010	5.52900E-007	3.39500E+000	7.40073E+002	7.42214E+002	2.14140E+000	1.28996E-001	6.91800E-001	3.04000E-011	7.96000E-011	2.55900E-007
287	13	19	1	1.27000E-002	-1.00000E-004	-7.00000E-004	6.70000E-008	6.00000E-010	5.20500E-007	3.38720E+000	7.41410E+002	7.43765E+002	2.35530E+000	1.28844E-001	6.91100E-001	3.79300E-010	1.54500E-010	2.45400E-007
291	11	19	1	1.27000E-002	-1.00000E-004	-7.00000E-004	5.44000E-008	3.00000E-010	4.75100E-007	3.40970E+000	7.42579E+002	7.44048E+002	1.46860E+000	1.28792E-001	6.91600E-001	3.28000E-011	5.38000E-011	2.26100E-007
295	9	19	1	1.28000E-002	-2.00000E-004	-7.00000E-004	3.84000E-008	6.00000E-010	4.31100E-007	3.44350E+000	7.36651E+002	7.38299E+002	1.64880E+000	1.25698E-001	6.90700E-001	8.19000E-011	1.85000E-010	2.09500E-007
299	7	19	1	1.27000E-002	-3.00000E-004	-7.00000E-004	2.09000E-008	4.00000E-010	4.51300E-007	3.50330E+000	7.21742E+002	7.23310E+002	1.56820E+000	1.26585E-001	6.90300E-001	8.90000E-011	2.01300E-010	2.06600E-007
305	10	21	1	1.29000E-002	-3.00000E-004	-7.00000E-004	2.58000E-008	6.00000E-010	3.69100E-007	3.49240E+000	7.25301E+002	7.27540E+002	2.23940E+000	1.25005E-001	6.90800E-001	8.66000E-011	1.75600E-010	1.77500E-007
309	12	21	1	1.28000E-002	-2.00000E-004	-8.00000E-004	3.96000E-008	5.00000E-010	1.39270E-006	3.43700E+000	7.36836E+002	7.38217E+002	1.38120E+000	1.25660E-001	6.90600E-001	1.17100E-010	4.80000E-010	3.66200E-007
313	14	21	1	1.28000E-002	-1.00000E-004	-7.00000E-004	4.70000E-008	6.00000E-010	4.50700E-007	3.44280E+000	7.40877E+002	7.42834E+002	1.95620E+000	1.27883E-001	6.90800E-001	1.05400E-010	1.17000E-011	2.16800E-007
317	16	21	1	1.28000E-002	-3.00000E-004	-7.00000E-004	5.08000E-008	7.00000E-010	4.70800E-007	3.42810E+000	7.42712E+002	7.45053E+002	2.34180E+000	1.27415E-001	6.91100E-001	2.34000E-011	2.29400E-010	2.27600E-007
321	18	21	1	1.27000E-002	-2.00000E-004	-7.00000E-004	5.20000E-008	4.00000E-010	4.58100E-007	3.42470E+000	7.39905E+002	7.42291E+002	2.38640E+000	1.28379E-001	6.91000E-001	1.24100E-010	3.09000E-010	2.16900E-007
325	20	21	1	1.28000E-002	-1.00000E-004	-7.00000E-004	4.73000E-008	3.00000E-010	3.75200E-007	3.39750E+000	7.39877E+002	7.41980E+002	2.10250E+000	1.27892E-001	6.90600E-001	5.15000E-011	2.81000E-011	1.85200E-007
329	22	21	1	1.28000E-002	-1.00000E-004	-7.00000E-004	4.16000E-008	8.00000E-010	3.66300E-007	3.41480E+000	7.34010E+002	7.35656E+002	1.64610E+000	1.24323E-001	6.91100E-001	1.05400E-010	2.50500E-010	1.76400E-007
337	18	23	1	1.29000E-002	-2.00000E-004	-8.00000E-004	2.21000E-008	4.00000E-010	3.82700E-007	3.49270E+000	7.21892E+002	7.24173E+002	2.28090E+000	1.24595E-001	6.91300E-001	1.19400E-010	1.12400E-010	1.65300E-007
340	16	23	1	1.28000E-002	-1.00000E-004	-7.00000E-004	2.31000E-008	5.00000E-010	3.03000E-007	3.48760E+000	7.22757E+002	7.25060E+002	2.30290E+000	1.24387E-001	6.92200E-001	5.85000E-011	9.13000E-011	1.44000E-007

2	14	5	3	1.02000E-002	-2.90000E-003	-3.20000E-003	1.39945E-005
4	16	5	1	1.02000E-002	-2.90000E-003	-3.30000E-003	2.96000E-008	3.00000E-010	4.83400E-007	3.47380E+000	7.20328E+002	7.22421E+002	2.09380E+000	1.27612E-001	6.92000E-001	1.56900E-010	4.82400E-010	2.20700E-007
6	18	5	1	1.02000E-002	-2.80000E-003	-3.20000E-003	2.86000E-008	3.00000E-010	5.28200E-007	3.44870E+000	7.20431E+002	7.22593E+002	2.16150E+000	1.28054E-001	6.93300E-001	2.59900E-010	3.13800E-010	2.39300E-007
8	20	5	1	1.03000E-002	-2.90000E-003	-3.30000E-003	2.14000E-008	3.00000E-010	4.62600E-007	3.49600E+000	7.14973E+002	7.16672E+002	1.69920E+000	1.28331E-001	6.92400E-001	2.52900E-010	3.98100E-010	2.04500E-007
11	24	7	1	1.24000E-002	-2.70000E-003	-3.20000E-003	2.42000E-008	2.00000E-010	4.82900E-007	3.48650E+000	7.21851E+002	7.24072E+002	2.22150E+000	1.26551E-001	6.92700E-001	9.40000E-012	1.26400E-010	2.21700E-007
15	22	7	1	1.28000E-002	-2.70000E-003	-3.10000E-003	4.08000E-008	5.00000E-010	4.39200E-007	3.46860E+000	7.31379E+002	7.33369E+002	1.99040E+000	1.26450E-001	6.93000E-001	1.80300E-010	1.82600E-010	2.08300E-007
19	20	7	1	1.27000E-002	-2.70000E-003	-3.10000E-003	5.06000E-008	4.00000E-010	5.24700E-007	3.45220E+000	7.32928E+002	7.35496E+002	2.56870E+000	1.29314E-001	6.93200E-001	2.41200E-010	1.35800E-010	2.39700E-007
23	18	7	1	1.29000E-002	-2.70000E-003	-3.20000E-003	5.63000E-008	3.00000E-010	6.03800E-007	3.46230E+000	7.31866E+002	7.34167E+002	2.30100E+000	1.30518E-001	6.94900E-001	4.45000E-011	2.81000E-010	2.65600E-007
27	16	7	1	1.28000E-002	-2.70000E-003	-3.10000E-003	5.68000E-008	2.00000E-010	6.32400E-007	3.44790E+000	7.32787E+002	7.35238E+002	2.45140E+000	1.30587E-001	6.94600E-001	4.68000E-011	1.31100E-010	2.80600E-007
31	14	7	1	1.28000E-002	-2.70000E-003	-3.10000E-003	5.14000E-008	3.00000E-010	5.86200E-007	3.46170E+000	7.34669E+002	7.37047E+002	2.37780E+000	1.30209E-001	6.94400E-001	1.54500E-010	1.00700E-010	2.66600E-007
35	12	7	1	1.28000E-002	-2.70000E-003	-3.10000E-003	4.24000E-008	5.00000E-010	5.07500E-007	3.47290E+000	7.32720E+002	7.34292E+002	1.57140E+000	1.27127E-001	6.93700E-001	9.60000E-011	1.99000E-010	2.36800E-007
38	10	7	1	1.32000E-002	-2.70000E-003	-3.20000E-003	2.65000E-008	4.00000E-010	5.78100E-007	3.47140E+000	7.24172E+002	7.26115E+002	1.94300E+000	1.27272E-001	6.93200E-001	1.66300E-010	4.80000E-010	2.61000E-007
41	8	9	1	1.32000E-002	-2.80000E-003	-3.20000E-003	2.99000E-008	4.00000E-010	6.11200E-007	3.45700E+000	7.27001E+002	7.28693E+002	1.69160E+000	1.26228E-001	6.94100E-001	2.66900E-010	2.74000E-010	2.75800E-007
45	10	9	1	1.28000E-002	-2.70000E-003	-3.20000E-003	4.59000E-008	6.00000E-010	5.80300E-007	3.45960E+000	7.38313E+002	7.40430E+002	2.11710E+000	1.28798E-001	6.94900E-001	2.41200E-010	2.10700E-010	2.68800E-007
49	12	9	1	1.28000E-002	-2.70000E-003	-3.20000E-003	5.91000E-008	4.00000E-010	6.04000E-007	3.44630E+000	7.40956E+002	7.42905E+002	1.94800E+000	1.30180E-001	6.94800E-001	1.89700E-010	1.94400E-010	2.76300E-007
53	14	9	1	1.28000E-002	-2.70000E-003	-3.20000E-003	7.32000E-008	3.00000E-010	5.89000E-007	3.42190E+000	7.39483E+002	7.41969E+002	2.48660E+000	1.29567E-001	6.94500E-001	2.13100E-010	1.94400E-010	2.70400E-007
57	16	9	1	1.28000E-002	-2.60000E-003	-3.20000E-003	7.55000E-008	5.00000E-010	5.86100E-007	3.42820E+000	7.38316E+002	7.40750E+002	2.43370E+000	1.29087E-001	6.94600E-001	7.96000E-011	1.63900E-010	2.68300E-007
61	18	9	1	1.28000E-002	-2.60000E-003	-3.10000E-003	7.51000E-008	4.00000E-010	5.91000E-007	3.42660E+000	7.38044E+002	7.40410E+002	2.36630E+000	1.28991E-001	6.94800E-001	1.17000E-011	2.64600E-010	2.68000E-007
65	20	9	1	1.28000E-002	-2.60000E-003	-3.20000E-003	7.00000E-008	3.00000E-010	6.31000E-007	3.42750E+000	7.36057E+002	7.38287E+002	2.22980E+000	1.30151E-001	6.94700E-001	2.58000E-011	1.17100E-010	2.81600E-007
69	22	9	1	1.28000E-002	-2.60000E-003	-3.20000E-003	5.81000E-008	5.00000E-010	6.21900E-007	3.44100E+000	7.37383E+002	7.38928E+002	1.54550E+000	1.30487E-001	6.94900E-001	1.35800E-010	1.82600E-010	2.78100E-007
73	24	9	1	1.28000E-002	-2.70000E-003	-3.20000E-003	4.44000E-008	5.00000E-010	5.73200E-007	3.45050E+000	7.36962E+002	7.38729E+002	1.76700E+000	1.28623E-001	6.94200E-001	5.39000E-011	2.97400E-010	2.65500E-007
76	26	9	1	1.24000E-002	-2.70000E-003	-3.20000E-003	2.68000E-008	5.00000E-010	5.24300E-007	3.45480E+000	7.23727E+002	7.25412E+002	1.68570E+000	1.26586E-001	6.93000E-001	4.70000E-012	1.07700E-010	2.39800E-007
80	27	11	1	1.28000E-002	-2.60000E-003	-3.10000E-003	3.19000E-008	4.00000E-010	5.70700E-007	3.45380E+000	7.24813E+002	7.26317E+002	1.50400E+000	1.26215E-001	6.93300E-001	2.55200E-010	6.79000E-011	2.55200E-007
84	25	11	1	1.28000E-002	-2.70000E-003	-3.10000E-003	5.08000E-008	4.00000E-010	6.11600E-007	3.44980E+000	7.38648E+002	7.39959E+002	1.31170E+000	1.29104E-001	6.94500E-001	2.10700E-010	2.85700E-010	2.79400E-007
88	23	11	1	1.28000E-002	-2.70000E-003	-3.10000E-003	6.92000E-008	2.00000E-010	5.98600E-007	3.43040E+000	7.37905E+002	7.39488E+002	1.58260E+000	1.29229E-001	6.94200E-001	3.75000E-011	6.09000E-011	2.72200E-007
92	21	11	1	1.28000E-002	-2.70000E-003	-3.10000E-003	7.87000E-008	4.00000E-010	5.74100E-007	3.39120E+000	7.35880E+002	7.37801E+002	1.92130E+000	1.28250E-001	6.93600E-001	1.75600E-010	1.45200E-010	2.62200E-007
96	19	11	1	1.27000E-002	-2.60000E-003	-3.10000E-003	8.42000E-008	4.00000E-010	5.11600E-007	3.28850E+000	7.32611E+002	7.34075E+002	1.46380E+000	1.26109E-001	6.92300E-001	7.02000E-011	3.16100E-010	2.33300E-007
100	17	11	1	1.27000E-002	-2.60000E-003	-3.20000E-003	8.66000E-008	4.00000E-010	4.60600E-007	3.15480E+000	7.30078E+002	7.32104E+002	2.02670E+000	1.24361E-001	6.90800E-001	1.00700E-010	2.38800E-010	2.13700E-007
104	15	11	1	1.28000E-002	-2.70000E-003	-3.10000E-003	8.56000E-008	5.00000E-010	5.02200E-007	3.22330E+000	7.32323E+002	7.34687E+002	2.36360E+000	1.25713E-001	6.91700E-001	8.90000E-011	2.43500E-010	2.32800E-007
108	13	11	1	1.27000E-002	-2.60000E-003	-3.10000E-003	8.26000E-008	2.00000E-010	5.73300E-007	3.36150E+000	7.37134E+002	7.38977E+002	1.84340E+000	1.27618E-001	6.93500E-001	8.66000E-011	2.34200E-010	2.61500E-007
112	11	11	1	1.27000E-002	-2.60000E-003	-3.20000E-003	6.96000E-008	2.00000E-010	5.49900E-007	3.39800E+000	7.41990E+002	7.43843E+002	1.85310E+000	1.28497E-001	6.94200E-001	1.40000E-011	2.81000E-011	2.56900E-007
116	9	11	1	1.28000E-002	-2.60000E-003	-3.10000E-003	5.26000E-008	4.00000E-010	5.76200E-007	3.43870E+000	7.41333E+002	7.42767E+002	1.43380E+000	1.28562E-001	6.94700E-001	1.73300E-010	1.92000E-010	2.67600E-007
120	7	11	1	1.28000E-002	-2.70000E-003	-3.20000E-003	3.67000E-008	4.00000E-010	4.91200E-007	3.45130E+000	7.29520E+002	7.31107E+002	1.58680E+000	1.25584E-001	6.93200E-001	1.10100E-010	2.24800E-010	2.26600E-007
124	6	13	1	1.28000E-002	-2.60000E-003	-3.10000E-003	2.92000E-008	5.00000E-010	4.55800E-007	3.45140E+000	7.28445E+002	7.29784E+002	1.33900E+000	1.25055E-001	6.92500E-001	1.47500E-010	1.52200E-010	2.13700E-007
128	8	13	1	1.28000E-002	-2.70000E-003	-3.20000E-003	4.96000E-008	6.00000E-010	5.38100E-007	3.44430E+000	7.41764E+002	7.43173E+002	1.40910E+000	1.29148E-001	6.94500E-001	5.15000E-011	1.00700E-010	2.52200E-007
132	10	13	1	1.27000E-002	-2.60000E-003	-3.10000E-003	6.84000E-008	2.00000E-010	5.38000E-007	3.41440E+000	7.42229E+002	7.44175E+002	1.94600E+000	1.28606E-001	6.94700E-001	1.64000E-011	5.62000E-011	2.51300E-007
136	12	13	1	1.28000E-002	-2.60000E-003	-3.10000E-003	8.20000E-008	5.00000E-010	5.45500E-007	3.35350E+000	7.38385E+002	7.39833E+002	1.44820E+000	1.26644E-001	6.93700E-001	1.17000E-011	1.52200E-010	2.52900E-007
140	14	13	1	1.28000E-002	-2.60000E-003	-3.10000E-003	8.82000E-008	4.00000E-010	3.13200E-007	2.79340E+000	7.29334E+002	7.31073E+002	1.73920E+000	1.23121E-001	6.87800E-001	1.21800E-010	4.26200E-010	1.53400E-007
144	16	13	1	1.28000E-002	-2.50000E-003	-3.10000E-003	8.84000E-008	4.00000E-010	2.60900E-007	2.60190E+000	7.21777E+002	7.23554E+002	1.77630E+000	1.22218E-001	6.85800E-001	4.68000E-011	1.45200E-010	1.24900E-007
148	18	13	1	1.28000E-002	-2.60000E-003	-3.20000E-003	9.02000E-008	4.00000E-010	2.80300E-007	2.62120E+000	7.19612E+002	7.22122E+002	2.50980E+000	1.22984E-001	6.85900E-001	2.34000E-011	1.99000E-010	1.31600E-007
152	20	13	1	1.27000E-002	-2.60000E-003	-3.10000E-003	8.76000E-008	2.00000E-010	3.54600E-007	2.92580E+000	7.30078E+002	7.31526E+002	1.44870E+000	1.23826E-001	6.88800E-001	1.92000E-010	2.74000E-010	1.71500E-007
156	22	13	1	1.28000E-002	-2.50000E-003	-3.20000E-003	8.14000E-008	3.00000E-010	5.47000E-007	3.39070E+000	7.37188E+002	7.38873E+002	1.68490E+000	1.27492E-001	6.94000E-001	2.31800E-010	2.31800E-010	2.50000E-007
160	24	13	1	1.28000E-002	-2.60000E-003	-3.10000E-003	6.85000E-008	3.00000E-010	5.95300E-007	3.46060E+000	7.40347E+002	7.41950E+002	1.60290E+000	1.29856E-001	6.94600E-001	1.33500E-010	1.05400E-010	2.73100E-007
164	26	13	1	1.28000E-002	-2.60000E-003	-3.20000E-003	4.89000E-008	3.00000E-010	5.51200E-007	3.46880E+000	7.40115E+002	7.41731E+002	1.61600E+000	1.29070E-001	6.94600E-001	1.73300E-010	2.38800E-010	2.58500E-007
168	28	13	1	1.28000E-002	-2.60000E-003	-3.20000E-003	2.72000E-008	3.00000E-010	4.78700E-007	3.47820E+000	7.22902E+002	7.24424E+002	1.52230E+000	1.26053E-001	6.92200E-001	1.85000E-010	5.62000E-011	2.18100E-007
172	28	15	1	1.28000E-002	-2.60000E-003	-3.10000E-003	2.84000E-008	5.00000E-010	4.65200E-007	3.48070E+000	7.23310E+002	7.24747E+002	1.43700E+000	1.25727E-001	6.92100E-001	1.17100E-010	1.94400E-010	2.14000E-007
176	26	15	1	1.27000E-002	-2.60000E-003	-3.10000E-003	4.91000E-008	3.00000E-010	5.38900E-007	3.46310E+000	7.39988E+002	7.41571E+002	1.58320E+000	1.28548E-001	6.94300E-001	1.12400E-010	1.40500E-010	2.52700E-007
180	24	15	1	1.28000E-002	-2.60000E-003	-3.10000E-003	6.80000E-008	5.00000E-010	5.67800E-007	3.45830E+000	7.40821E+002	7.42463E+002	1.64140E+000	1.29431E-001	6.94900E-001	9.13000E-011	2.59900E-010	2.61700E-007
184	22	15	1	1.27000E-002	-2.60000E-003	-3.20000E-003	8.08000E-008	5.00000E-010	5.64900E-007	3.36780E+000	7.38251E+002	7.39616E+002	1.36530E+000	1.27339E-001	6.93600E-001	7.73000E-011	2.99700E-010	2.60900E-007
188	20	15	1	1.28000E-002	-2.50000E-003	-3.10000E-003	8.74000E-008	3.00000E-010	3.68300E-007	2.91880E+000	7.30128E+002	7.31485E+002	1.35640E+000	1.23007E-001	6.88500E-001	6.09000E-011	3.04000E-011	1.75800E-007
192	18	15	1	1.28000E-002	-2.50000E-003	-3.20000E-003	9.17000E-008	3.00000E-010	2.75700E-007	2.61800E+000	7.20123E+002	7.21811E+002	1.68860E+000	1.22431E-001	6.86000E-001	6.09000E-011	1.28800E-010	1.32000E-007
196	16	15	1	1.28000E-002	-2.50000E-003	-3.10000E-003	9.01000E-008	3.00000E-010	2.74900E-007	2.60260E+000	7.19421E+002	7.21676E+002	2.25520E+000	1.22142E-001	6.85500E-001	4.70000E-012	3.51200E-010	1.30100E-007
200	14	15	1	1.27000E-002	-2.50000E-003	-3.10000E-003	8.94000E-008	5.00000E-010	2.94100E-007	2.69480E+000	7.28976E+002	7.30604E+002	1.62800E+000	1.21804E-001	6.86500E-001	2.58000E-011	1.75600E-010	1.41900E-007
204	12	15	1	1.28000E-002	-2.60000E-003	-3.10000E-003	8.33000E-008	6.00000E-010	4.92400E-007	3.30970E+000	7.36535E+002	7.37919E+002	1.38390E+000	1.26556E-001	6.93200E-001	2.97400E-010	2.78700E-010	2.28100E-007
208	10	15	1	1.28000E-002	-2.60000E-003	-3.20000E-003	6.92000E-008	4.00000E-010	5.48300E-007	3.39670E+000	7.41712E+002	7.43400E+002	1.68770E+000	1.28924E-001	6.94300E-001	4.45000E-011	2.36500E-010	2.53900E-007
212	8	15	1	1.28000E-002	-2.60000E-003	-3.10000E-003	4.96000E-008	2.00000E-010	5.10400E-007	3.43600E+000	7.42123E+002	7.43516E+002	1.39240E+000	1.28977E-001	6.93700E-001	1.33500E-010	1.17000E-011	2.42100E-007
216	6	15	1	1.28000E-002	-2.60000E-003	-3.10000E-003	2.87000E-008	5.00000E-010	3.80200E-007	3.46960E+000	7.28337E+002	7.29690E+002	1.35320E+000	1.24909E-001	6.92800E-001	1.03000E-010	8.66000E-011	1.81600E-007
