Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-164618@CP
Wafer number	04
Date	2025/03/12
Time	16:49:16

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
139	11	15	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.37590E-009	1.60000E-009	7.40200E-010	3.47370E+000	7.77474E+002	7.80004E+002	2.53010E+000	5.68016E-001	7.97500E-001	1.40080E-009	2.09180E-009	1.55540E-009
143	9	15	1	1.32000E-002	-1.00000E-004	-5.00000E-004	4.73410E-009	1.70000E-009	2.42680E-009	3.46120E+000	7.74147E+002	7.76011E+002	1.86440E+000	5.78155E-001	7.98200E-001	1.50850E-009	1.86220E-009	7.21500E-010
147	7	15	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.68700E-009	1.70000E-009	1.99580E-009	3.45430E+000	7.84685E+002	7.86610E+002	1.92530E+000	5.59157E-001	7.97300E-001	1.48750E-009	1.95830E-009	8.80800E-010
153	5	17	3	1.32000E-002	-3.00000E-004	-6.00000E-004	1.39570E-005
157	7	17	1	1.32000E-002	-3.00000E-004	-5.00000E-004	3.57930E-009	1.60000E-009	2.38930E-009	3.46430E+000	7.86532E+002	7.88652E+002	2.11990E+000	5.62451E-001	7.98700E-001	1.40310E-009	1.80130E-009	1.51790E-009
161	9	17	1	1.32000E-002	-3.00000E-004	-5.00000E-004	4.34290E-009	1.90000E-009	2.50170E-009	3.45660E+000	7.66849E+002	7.68444E+002	1.59590E+000	5.82992E-001	7.98800E-001	1.47810E-009	2.01450E-009	1.60220E-009
165	11	17	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.84210E-009	1.60000E-009	9.27600E-010	3.48590E+000	7.76374E+002	7.78321E+002	1.94650E+000	5.73756E-001	7.98000E-001	1.23210E-009	1.65610E-009	1.24620E-009
169	13	17	1	1.31000E-002	-2.00000E-004	-5.00000E-004	6.45580E-009	1.60000E-009	7.59000E-010	3.44390E+000	7.65960E+002	7.67492E+002	1.53190E+000	5.72978E-001	7.96900E-001	1.49210E-009	1.52960E-009	1.47110E-009
173	15	17	1	1.31000E-002	-1.00000E-004	-5.00000E-004	6.05760E-009	1.90000E-009	1.50850E-009	3.42740E+000	7.52933E+002	7.54877E+002	1.94370E+000	5.58710E-001	7.97400E-001	1.58820E-009	2.02390E-009	6.18400E-010
177	17	17	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.90770E-009	1.50000E-009	4.49700E-010	3.42810E+000	7.65130E+002	7.66582E+002	1.45140E+000	5.71235E-001	7.96900E-001	1.46640E-009	2.01450E-009	1.31180E-009
181	19	17	1	1.32000E-002	-1.00000E-004	-5.00000E-004	6.09740E-009	1.50000E-009	3.93500E-010	3.44770E+000	7.61433E+002	7.63013E+002	1.57930E+000	5.80002E-001	7.97800E-001	1.58350E-009	1.88330E-009	1.90210E-009
185	21	17	1	1.32000E-002	-1.00000E-004	-5.00000E-004	5.34780E-009	1.60000E-009	2.51110E-009	3.45750E+000	7.63447E+002	7.65221E+002	1.77360E+000	5.80091E-001	7.98200E-001	1.58120E-009	1.97470E-009	1.22740E-009
189	23	17	1	1.31000E-002	-2.00000E-004	-6.00000E-004	3.48090E-009	1.60000E-009	1.87000E-011	3.45880E+000	7.82224E+002	7.84991E+002	2.76730E+000	5.68226E-001	7.98500E-001	1.71940E-009	1.76850E-009	1.80840E-009
193	23	19	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.62610E-009	1.80000E-009	8.05800E-010	3.46570E+000	7.87046E+002	7.89702E+002	2.65520E+000	5.67251E-001	7.98900E-001	1.43360E-009	2.03560E-009	1.41480E-009
197	21	19	1	1.32000E-002	-1.00000E-004	-5.00000E-004	4.68720E-009	1.80000E-009	3.03580E-009	3.46260E+000	7.69575E+002	7.71918E+002	2.34230E+000	5.77241E-001	7.98200E-001	1.42190E-009	2.14330E-009	5.24700E-010
201	19	19	1	1.32000E-002	-1.00000E-004	-5.00000E-004	5.87490E-009	1.70000E-009	3.18600E-010	3.44330E+000	7.67767E+002	7.69639E+002	1.87170E+000	5.79395E-001	7.96800E-001	1.49920E-009	2.04500E-009	1.60220E-009
205	17	19	1	1.33000E-002	-1.00000E-004	-5.00000E-004	6.42770E-009	1.60000E-009	1.37740E-009	3.43370E+000	7.62445E+002	7.63846E+002	1.40090E+000	5.76075E-001	7.96800E-001	1.52960E-009	1.85520E-009	7.30800E-010
209	15	19	1	1.32000E-002	-1.00000E-004	-5.00000E-004	5.93110E-009	1.60000E-009	2.24900E-010	3.43750E+000	7.60049E+002	7.61578E+002	1.52890E+000	5.72601E-001	7.97300E-001	1.34460E-009	1.69120E-009	1.66780E-009
213	13	19	1	1.32000E-002	-1.00000E-004	-5.00000E-004	6.47690E-009	2.00000E-009	2.71700E-010	3.44700E+000	7.67032E+002	7.68780E+002	1.74820E+000	5.75793E-001	7.97700E-001	1.59990E-009	2.03320E-009	5.99700E-010
217	11	19	1	1.31000E-002	-2.00000E-004	-5.00000E-004	5.61480E-009	1.80000E-009	5.43400E-010	3.47820E+000	7.77974E+002	7.80307E+002	2.33320E+000	5.74050E-001	7.97100E-001	1.45700E-009	1.93020E-009	1.72400E-009
221	9	19	1	1.32000E-002	-1.00000E-004	-5.00000E-004	4.08520E-009	1.80000E-009	3.43870E-009	3.44890E+000	7.70311E+002	7.72147E+002	1.83590E+000	5.80907E-001	7.98000E-001	1.61630E-009	2.15510E-009	1.40500E-010
225	7	19	1	1.31000E-002	-2.00000E-004	-5.00000E-004	3.42930E-009	1.60000E-009	3.38250E-009	3.45610E+000	7.81852E+002	7.84504E+002	2.65250E+000	5.64238E-001	7.98300E-001	1.52730E-009	1.94420E-009	7.50000E-011
233	7	21	1	1.32000E-002	-3.00000E-004	-5.00000E-004	2.96090E-009	1.80000E-009	2.54860E-009	3.46810E+000	7.79593E+002	7.81498E+002	1.90480E+000	5.63452E-001	7.98100E-001	1.87400E-009	1.85290E-009	9.18200E-010
237	9	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.08520E-009	1.70000E-009	1.40500E-010	3.45050E+000	7.75599E+002	7.77164E+002	1.56520E+000	5.80503E-001	7.97100E-001	1.49210E-009	1.74510E-009	1.64910E-009
241	11	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.07160E-009	1.70000E-009	9.40000E-012	3.46770E+000	7.70292E+002	7.72132E+002	1.83950E+000	5.78660E-001	7.97100E-001	1.58580E-009	2.08240E-009	1.02130E-009
245	13	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.62680E-009	1.50000E-009	1.87400E-010	3.45620E+000	7.64013E+002	7.65639E+002	1.62580E+000	5.87610E-001	7.98100E-001	1.81070E-009	2.03320E-009	8.15200E-010
249	15	21	1	1.31000E-002	-2.00000E-004	-5.00000E-004	6.24500E-009	1.60000E-009	9.37000E-011	3.44420E+000	7.64573E+002	7.66061E+002	1.48870E+000	5.79178E-001	7.97500E-001	1.39380E-009	1.93490E-009	1.36800E-009
253	17	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.42300E-009	1.60000E-009	3.37300E-010	3.44500E+000	7.67270E+002	7.68857E+002	1.58640E+000	5.81779E-001	7.98000E-001	1.47110E-009	1.98640E-009	1.07750E-009
257	19	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.75770E-009	1.80000E-009	2.90500E-010	3.45330E+000	7.67510E+002	7.69288E+002	1.77810E+000	5.78898E-001	7.97700E-001	1.36330E-009	1.88570E-009	1.46170E-009
261	21	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.81140E-009	1.60000E-009	3.53240E-009	3.46310E+000	7.74721E+002	7.76423E+002	1.70210E+000	5.79847E-001	7.98100E-001	1.49920E-009	1.83410E-009	2.43600E-010
264	23	21	1	1.30000E-002	-4.00000E-004	-7.00000E-004	3.53240E-009	1.60000E-009	2.83900E-009	3.45370E+000	7.89764E+002	7.91632E+002	1.86730E+000	5.57353E-001	7.98500E-001	1.84580E-009	1.80600E-009	1.81770E-009
268	21	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.66590E-009	1.80000E-009	2.52050E-009	3.44840E+000	7.83229E+002	7.85130E+002	1.90110E+000	5.76007E-001	7.97400E-001	1.56940E-009	1.99580E-009	3.46700E-010
272	19	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.68490E-009	1.70000E-009	1.12400E-010	3.44510E+000	7.70986E+002	7.72709E+002	1.72230E+000	5.82123E-001	7.97600E-001	1.52020E-009	2.02620E-009	7.30800E-010
276	17	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.65000E-009	1.70000E-009	9.37000E-011	3.44330E+000	7.66537E+002	7.68013E+002	1.47630E+000	5.88183E-001	7.97500E-001	1.29070E-009	2.00050E-009	1.56480E-009
280	15	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.17940E-009	1.80000E-009	4.40400E-010	3.45160E+000	7.63778E+002	7.65330E+002	1.55200E+000	5.87974E-001	7.97600E-001	1.35390E-009	2.02150E-009	1.42420E-009
284	13	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.08800E-009	1.80000E-009	4.02900E-010	3.45620E+000	7.65257E+002	7.67095E+002	1.83760E+000	5.90658E-001	7.98500E-001	1.49210E-009	1.85520E-009	1.50850E-009
288	11	23	1	1.31000E-002	-2.00000E-004	-5.00000E-004	5.58210E-009	1.90000E-009	2.90500E-010	3.46020E+000	7.77395E+002	7.79081E+002	1.68610E+000	5.82128E-001	7.96900E-001	1.48980E-009	1.70060E-009	1.04000E-009
292	9	23	1	1.32000E-002	-1.00000E-004	-5.00000E-004	3.84400E-009	1.80000E-009	4.96600E-010	3.45540E+000	7.85824E+002	7.87523E+002	1.69890E+000	5.72466E-001	7.96200E-001	1.59050E-009	1.74280E-009	1.62100E-009
296	7	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	2.97020E-009	2.10000E-009	3.72920E-009	3.49840E+000	7.67246E+002	7.69900E+002	2.65390E+000	5.66967E-001	7.99000E-001	1.64440E-009	1.96300E-009	5.90300E-010
302	9	25	1	1.31000E-002	-3.00000E-004	-6.00000E-004	3.62140E-009	1.90000E-009	2.71700E-010	3.45900E+000	7.81314E+002	7.83105E+002	1.79060E+000	5.62155E-001	7.97500E-001	1.82480E-009	1.85290E-009	1.12440E-009
306	11	25	1	1.32000E-002	-3.00000E-004	-6.00000E-004	4.52090E-009	1.70000E-009	4.21600E-010	3.45310E+000	7.87749E+002	7.89209E+002	1.45970E+000	5.75780E-001	7.96900E-001	1.60690E-009	1.88100E-009	6.18400E-010
310	13	25	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.75520E-009	1.70000E-009	4.21600E-010	3.44720E+000	7.73851E+002	7.75502E+002	1.65140E+000	5.90895E-001	7.98100E-001	1.58580E-009	1.93250E-009	1.57410E-009
314	15	25	1	1.32000E-002	-3.00000E-004	-5.00000E-004	4.91680E-009	1.50000E-009	9.46300E-010	3.44660E+000	7.66900E+002	7.68583E+002	1.68270E+000	5.91720E-001	7.98000E-001	1.40550E-009	1.98640E-009	8.43300E-010
318	17	25	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.54430E-009	1.40000E-009	5.34100E-010	3.44620E+000	7.71455E+002	7.73057E+002	1.60150E+000	5.92156E-001	7.98200E-001	1.40080E-009	1.99110E-009	2.00510E-009
322	19	25	1	1.32000E-002	-1.00000E-004	-6.00000E-004	4.15550E-009	1.60000E-009	2.15500E-010	3.45290E+000	7.78951E+002	7.80410E+002	1.45930E+000	5.80074E-001	7.97000E-001	1.50850E-009	1.87400E-009	1.92080E-009
326	21	25	1	1.34000E-002	-3.00000E-004	-6.00000E-004	3.75260E-009	1.50000E-009	7.21500E-010	3.45330E+000	7.84187E+002	7.86114E+002	1.92740E+000	5.60579E-001	7.96600E-001	1.80130E-009	1.80600E-009	1.55540E-009
329	19	27	1	1.33000E-002	-2.00000E-004	-6.00000E-004	4.13680E-009	1.70000E-009	2.25810E-009	3.45570E+000	7.80934E+002	7.83439E+002	2.50530E+000	5.61671E-001	7.97000E-001	1.74280E-009	1.69830E-009	1.55540E-009
332	17	27	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.46210E-009	1.70000E-009	6.65300E-010	3.45890E+000	7.86307E+002	7.89001E+002	2.69430E+000	5.74062E-001	7.97100E-001	1.31410E-009	1.78030E-009	1.59290E-009
336	15	27	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.59800E-009	1.90000E-009	9.08900E-010	3.45280E+000	7.85004E+002	7.87013E+002	2.00990E+000	5.80890E-001	7.98100E-001	1.54130E-009	1.98410E-009	1.52730E-009
340	13	27	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.69170E-009	1.70000E-009	2.43600E-010	3.44790E+000	7.87528E+002	7.89698E+002	2.16970E+000	5.66593E-001	7.97400E-001	1.55300E-009	2.09650E-009	4.96600E-010
344	11	27	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.58390E-009	1.60000E-009	1.49900E-010	3.46890E+000	7.80038E+002	7.82584E+002	2.54620E+000	5.61423E-001	7.97700E-001	1.31880E-009	1.90680E-009	1.42420E-009

6	18	7	1	1.32000E-002	-2.70000E-003	-3.10000E-003	3.32790E-009	1.80000E-009	3.36300E-009	3.48110E+000	7.71080E+002	7.73182E+002	2.10180E+000	5.67894E-001	8.00700E-001	2.00240E-009	1.66980E-009	1.77990E-009
10	16	7	1	1.32000E-002	-2.80000E-003	-3.00000E-003	3.57150E-009	1.60000E-009	5.68620E-009	3.45530E+000	7.73885E+002	7.76143E+002	2.25810E+000	5.72016E-001	8.00800E-001	1.64400E-009	1.84540E-009	2.40750E-009
14	14	7	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.01640E-009	1.70000E-009	1.06418E-008	3.46390E+000	7.72668E+002	7.74790E+002	2.12180E+000	5.70074E-001	8.01300E-001	1.97890E-009	1.65580E-009	2.56680E-009
17	12	7	1	1.35000E-002	-2.70000E-003	-3.10000E-003	3.37240E-009	1.80000E-009	6.09840E-009	3.48480E+000	7.68373E+002	7.70357E+002	1.98420E+000	5.65918E-001	8.01200E-001	1.78460E-009	2.13820E-009	2.47310E-009
18	10	7	5	1.01000E-002	-3.00000E-003	-3.30000E-003	4.00710E-009	7.00000E-010	1.41150E-005
19	8	9	5	1.02000E-002	-3.00000E-003	-3.30000E-003	3.09140E-009	7.00000E-010	1.41150E-005
23	10	9	1	1.32000E-002	-2.80000E-003	-3.00000E-003	3.84550E-009	1.80000E-009	8.55280E-009	3.46170E+000	7.79257E+002	7.81238E+002	1.98050E+000	5.54571E-001	8.00800E-001	1.91570E-009	1.97660E-009	8.43000E-011
27	12	9	1	1.32000E-002	-2.80000E-003	-3.10000E-003	4.27400E-009	1.80000E-009	5.68620E-009	3.44800E+000	7.76038E+002	7.77683E+002	1.64480E+000	5.73953E-001	8.00100E-001	1.67210E-009	1.81970E-009	2.12650E-009
31	14	9	1	1.31000E-002	-2.70000E-003	-3.00000E-003	4.43090E-009	1.60000E-009	1.58320E-009	3.45590E+000	7.60938E+002	7.62504E+002	1.56570E+000	5.88745E-001	8.00400E-001	1.69320E-009	1.76110E-009	4.87100E-010
35	16	9	1	1.32000E-002	-2.80000E-003	-3.10000E-003	4.69790E-009	1.90000E-009	2.47310E-009	3.45090E+000	7.63873E+002	7.65514E+002	1.64160E+000	5.89918E-001	8.01100E-001	1.75650E-009	1.76580E-009	1.52690E-009
39	18	9	1	1.33000E-002	-2.80000E-003	-3.00000E-003	3.97190E-009	1.60000E-009	4.68000E-011	3.46120E+000	7.70265E+002	7.71954E+002	1.68920E+000	5.82378E-001	8.00000E-001	1.73070E-009	1.88060E-009	1.41450E-009
43	20	9	1	1.32000E-002	-2.70000E-003	-3.00000E-003	3.81030E-009	1.80000E-009	8.61800E-010	3.44130E+000	7.80142E+002	7.81962E+002	1.81950E+000	5.64674E-001	7.99000E-001	1.71660E-009	1.84080E-009	1.39580E-009
48	22	11	1	1.32000E-002	-2.70000E-003	-3.00000E-003	3.83140E-009	1.40000E-009	2.41690E-009	3.44000E+000	7.79382E+002	7.80512E+002	1.12990E+000	5.57624E-001	7.99000E-001	1.39810E-009	1.60660E-009	6.83800E-010
52	20	11	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.56680E-009	1.70000E-009	5.63940E-009	3.40790E+000	7.66703E+002	7.68310E+002	1.60750E+000	5.82327E-001	7.99900E-001	1.64170E-009	1.93440E-009	2.65110E-009
56	18	11	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.39350E-009	1.80000E-009	1.52690E-009	3.46820E+000	7.61960E+002	7.64077E+002	2.11750E+000	5.86815E-001	8.00700E-001	1.78220E-009	1.75180E-009	1.68600E-010
60	16	11	1	1.31000E-002	-2.70000E-003	-3.00000E-003	6.07500E-009	1.80000E-009	8.15000E-010	3.45580E+000	7.59406E+002	7.60891E+002	1.48560E+000	5.88843E-001	8.00100E-001	1.62760E-009	1.63940E-009	1.22720E-009
64	14	11	1	1.31000E-002	-2.70000E-003	-3.00000E-003	5.90640E-009	1.80000E-009	1.35830E-009	3.46090E+000	7.55493E+002	7.57119E+002	1.62540E+000	5.89407E-001	8.00200E-001	1.63470E-009	1.74940E-009	8.05600E-010
68	12	11	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.22490E-009	1.60000E-009	5.71400E-010	3.46090E+000	7.65476E+002	7.66849E+002	1.37340E+000	5.85305E-001	8.00400E-001	1.64170E-009	1.51290E-009	1.55500E-009
72	10	11	1	1.32000E-002	-2.60000E-003	-3.00000E-003	3.98600E-009	1.70000E-009	4.32790E-009	3.46040E+000	7.74865E+002	7.76428E+002	1.56340E+000	5.73452E-001	8.01400E-001	1.77050E-009	1.80800E-009	5.05900E-010
76	8	11	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.55740E-009	2.00000E-009	1.93910E-009	3.47670E+000	7.77930E+002	7.79849E+002	1.91960E+000	5.56215E-001	8.00100E-001	1.73540E-009	1.86180E-009	2.34190E-009
78	6	13	1	1.36000E-002	-2.90000E-003	-3.20000E-003	4.16160E-009	5.00000E-010	1.78268E-008	3.55720E+000	7.09107E+002	7.13886E+002	4.77870E+000	5.70500E-001	8.04100E-001	2.22950E-009	8.50100E-010	1.55500E-009
82	8	13	1	1.32000E-002	-2.80000E-003	-3.00000E-003	3.80800E-009	1.80000E-009	5.21780E-009	3.47410E+000	7.87214E+002	7.89012E+002	1.79820E+000	5.61505E-001	8.00500E-001	1.69090E-009	1.63700E-009	1.55500E-009
86	10	13	1	1.33000E-002	-2.70000E-003	-3.00000E-003	4.84780E-009	1.90000E-009	1.19910E-009	3.46520E+000	7.68638E+002	7.70405E+002	1.76660E+000	5.72605E-001	8.00600E-001	1.64640E-009	1.59950E-009	5.52700E-010
90	12	13	1	1.33000E-002	-2.70000E-003	-3.00000E-003	6.33730E-009	1.90000E-009	8.15000E-010	3.47470E+000	7.57127E+002	7.58943E+002	1.81630E+000	5.83220E-001	7.99700E-001	1.59950E-009	1.47780E-009	9.83600E-010
94	14	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.86420E-009	1.70000E-009	2.99800E-010	3.46570E+000	7.57931E+002	7.59359E+002	1.42760E+000	5.92758E-001	8.00500E-001	1.71900E-009	1.83370E-009	1.87400E-010
98	16	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.65580E-009	1.50000E-009	1.07730E-009	3.46210E+000	7.61425E+002	7.62964E+002	1.53930E+000	5.91133E-001	8.01300E-001	1.35360E-009	1.71200E-009	1.12400E-010
102	18	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.95320E-009	1.50000E-009	1.59250E-009	3.48550E+000	7.68340E+002	7.70647E+002	2.30730E+000	5.81851E-001	8.00500E-001	1.67920E-009	2.04690E-009	2.04220E-009
106	20	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.18970E-009	1.60000E-009	5.04920E-009	3.46580E+000	7.62733E+002	7.64417E+002	1.68400E+000	5.76741E-001	8.00500E-001	1.74010E-009	1.97430E-009	1.09600E-009
110	22	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	3.82440E-009	1.80000E-009	5.68620E-009	3.46150E+000	7.77274E+002	7.78921E+002	1.64660E+000	5.64891E-001	8.00400E-001	1.81970E-009	1.79390E-009	1.74240E-009
116	24	15	1	1.31000E-002	-2.70000E-003	-3.00000E-003	3.63700E-009	1.80000E-009	5.85480E-009	3.46930E+000	7.77474E+002	7.79150E+002	1.67640E+000	5.50270E-001	8.01100E-001	1.86420E-009	1.62760E-009	2.06090E-009
120	22	15	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.26230E-009	1.70000E-009	1.97660E-009	3.46080E+000	7.74809E+002	7.76186E+002	1.37670E+000	5.75205E-001	8.01400E-001	1.77280E-009	1.74010E-009	1.29280E-009
124	20	15	1	1.33000E-002	-2.70000E-003	-3.00000E-003	5.91570E-009	1.70000E-009	5.50820E-009	3.43810E+000	7.57747E+002	7.59658E+002	1.91110E+000	5.75016E-001	8.00500E-001	1.64400E-009	1.63000E-009	1.88290E-009
128	18	15	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.55270E-009	1.70000E-009	1.69560E-009	3.45620E+000	7.65480E+002	7.67033E+002	1.55310E+000	5.78026E-001	8.00000E-001	1.51990E-009	1.79630E-009	1.48010E-009
132	16	15	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.50120E-009	1.70000E-009	1.12410E-009	3.44040E+000	7.64835E+002	7.66450E+002	1.61510E+000	5.75962E-001	8.00300E-001	1.52460E-009	1.96720E-009	1.14290E-009
136	14	15	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.56210E-009	1.40000E-009	1.14290E-009	3.43440E+000	7.63396E+002	7.64967E+002	1.57070E+000	5.77103E-001	8.00300E-001	1.35830E-009	1.83140E-009	3.65300E-010
140	12	15	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.61130E-009	1.80000E-009	1.77990E-009	3.46660E+000	7.65441E+002	7.67041E+002	1.59990E+000	5.82189E-001	7.99900E-001	1.66980E-009	2.03510E-009	1.12410E-009
144	10	15	1	1.32000E-002	-2.60000E-003	-3.00000E-003	5.74480E-009	1.60000E-009	6.46400E-010	3.46370E+000	7.63506E+002	7.65144E+002	1.63730E+000	5.77499E-001	8.00500E-001	1.59020E-009	1.71660E-009	4.59000E-010
148	8	15	1	1.32000E-002	-2.70000E-003	-3.00000E-003	3.95550E-009	1.70000E-009	3.84080E-009	3.46340E+000	7.79624E+002	7.81348E+002	1.72410E+000	5.73485E-001	8.01000E-001	1.54800E-009	1.89230E-009	5.99500E-010
150	6	15	1	1.35000E-002	-2.80000E-003	-3.20000E-003	3.68150E-009	1.60000E-009	3.69090E-009	3.50310E+000	7.69085E+002	7.71606E+002	2.52150E+000	5.61463E-001	8.02900E-001	1.94620E-009	1.71900E-009	9.55500E-010
154	6	17	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.40520E-009	1.50000E-009	5.34000E-010	3.49370E+000	7.75390E+002	7.77401E+002	2.01120E+000	5.60565E-001	8.03000E-001	2.02340E-009	1.55040E-009	7.49000E-011
158	8	17	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.26000E-009	1.70000E-009	4.49700E-010	3.46130E+000	7.76608E+002	7.78145E+002	1.53700E+000	5.77286E-001	8.01500E-001	1.57380E-009	1.74710E-009	6.46400E-010
162	10	17	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.75880E-009	1.90000E-009	1.74240E-009	3.46130E+000	7.60782E+002	7.62878E+002	2.09670E+000	5.79815E-001	8.00200E-001	1.66510E-009	1.83840E-009	5.43300E-010
166	12	17	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.74710E-009	1.60000E-009	5.71400E-010	3.45150E+000	7.68351E+002	7.69962E+002	1.61140E+000	5.76210E-001	7.99700E-001	1.33260E-009	1.46610E-009	1.49880E-009
170	14	17	1	1.31000E-002	-2.70000E-003	-3.00000E-003	6.70970E-009	1.70000E-009	1.49880E-009	3.43390E+000	7.64024E+002	7.65396E+002	1.37200E+000	5.71175E-001	8.00000E-001	1.62530E-009	1.47310E-009	1.25530E-009
174	16	17	1	1.31000E-002	-2.70000E-003	-3.00000E-003	5.90170E-009	1.80000E-009	8.99300E-010	3.43270E+000	7.68747E+002	7.70722E+002	1.97500E+000	5.55936E-001	8.00200E-001	1.71200E-009	1.84540E-009	4.02800E-010
178	18	17	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.05860E-009	1.50000E-009	0.00000E+000	3.44590E+000	7.65511E+002	7.67176E+002	1.66570E+000	5.71733E-001	8.00100E-001	1.54800E-009	2.01640E-009	1.29280E-009
182	20	17	1	1.32000E-002	-2.60000E-003	-3.00000E-003	5.94150E-009	1.70000E-009	9.93000E-010	3.45870E+000	7.62861E+002	7.65149E+002	2.28840E+000	5.78926E-001	8.01000E-001	1.59250E-009	1.83840E-009	1.28340E-009
186	22	17	1	1.32000E-002	-2.70000E-003	-3.10000E-003	4.79390E-009	1.50000E-009	5.15200E-010	3.46080E+000	7.74632E+002	7.76355E+002	1.72250E+000	5.78030E-001	8.01100E-001	1.45670E-009	1.81270E-009	1.22720E-009
190	24	17	1	1.31000E-002	-2.70000E-003	-3.00000E-003	3.66750E-009	1.60000E-009	2.84780E-009	3.44970E+000	7.81544E+002	7.83635E+002	2.09080E+000	5.54792E-001	8.00800E-001	1.85250E-009	1.70490E-009	1.27400E-009
194	24	19	1	1.32000E-002	-2.70000E-003	-3.00000E-003	3.75180E-009	1.80000E-009	4.49650E-009	3.44220E+000	7.80761E+002	7.82969E+002	2.20710E+000	5.59667E-001	8.00900E-001	1.59020E-009	1.81030E-009	2.10770E-009
198	22	19	1	1.32000E-002	-2.60000E-003	-3.00000E-003	3.92740E-009	1.70000E-009	1.78000E-010	3.45320E+000	7.76532E+002	7.77918E+002	1.38540E+000	5.78269E-001	8.01100E-001	1.51520E-009	2.02810E-009	2.14520E-009
202	20	19	1	1.32000E-002	-2.60000E-003	-3.00000E-003	5.78930E-009	1.70000E-009	3.11010E-009	3.45630E+000	7.65172E+002	7.67141E+002	1.96900E+000	5.78018E-001	8.00800E-001	1.60660E-009	1.93910E-009	1.58320E-009
206	18	19	1	1.33000E-002	-2.70000E-003	-3.00000E-003	6.48950E-009	1.60000E-009	1.88290E-009	3.45220E+000	7.69040E+002	7.70552E+002	1.51220E+000	5.77161E-001	8.00300E-001	1.62060E-009	1.73300E-009	1.55500E-009
210	16	19	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.18270E-009	1.60000E-009	1.86420E-009	3.44090E+000	7.62383E+002	7.63862E+002	1.47880E+000	5.71590E-001	7.99800E-001	1.54800E-009	1.66980E-009	1.02110E-009
214	14	19	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.70500E-009	2.00000E-009	1.56440E-009	3.43820E+000	7.63705E+002	7.65091E+002	1.38580E+000	5.71794E-001	8.00100E-001	1.78220E-009	1.80800E-009	5.80800E-010
218	12	19	1	1.31000E-002	-2.60000E-003	-3.00000E-003	6.81740E-009	1.80000E-009	4.30900E-010	3.45550E+000	7.63308E+002	7.64729E+002	1.42140E+000	5.84095E-001	7.99900E-001	1.50350E-009	1.81270E-009	5.99500E-010
222	10	19	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.80100E-009	1.80000E-009	1.40520E-009	3.46320E+000	7.58046E+002	7.59638E+002	1.59250E+000	5.82910E-001	8.00000E-001	1.79630E-009	2.00700E-009	2.62300E-010
