Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-170237@CP
Wafer number	08
Date	2025/03/12
Time	17:05:36

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
131	15	15	1	1.32000E-002	-1.00000E-004	-5.00000E-004	6.33400E-009	1.50000E-009	4.59100E-010	3.43910E+000	7.67027E+002	7.68430E+002	1.40230E+000	5.72814E-001	7.97500E-001	1.56940E-009	1.74750E-009	2.46430E-009
135	13	15	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.90770E-009	1.70000E-009	9.40000E-012	3.44640E+000	7.70846E+002	7.72591E+002	1.74520E+000	5.68441E-001	7.96900E-001	1.44530E-009	1.70760E-009	1.95830E-009
139	11	15	1	1.32000E-002	-1.00000E-004	-5.00000E-004	5.36420E-009	1.70000E-009	6.27800E-010	3.48030E+000	7.78046E+002	7.80257E+002	2.21100E+000	5.61322E-001	7.96900E-001	1.40310E-009	1.76390E-009	1.35860E-009
143	9	15	1	1.32000E-002	-1.00000E-004	-4.00000E-004	4.26560E-009	1.90000E-009	6.94300E-009	3.46540E+000	7.64839E+002	7.66351E+002	1.51150E+000	5.69988E-001	7.97400E-001	1.79670E-009	1.98410E-009	5.62200E-010
147	7	15	1	1.31000E-002	-1.00000E-004	-6.00000E-004	3.31690E-009	1.60000E-009	1.96800E-010	3.46050E+000	7.82121E+002	7.83868E+002	1.74730E+000	5.59936E-001	7.96700E-001	1.74980E-009	1.71000E-009	1.88330E-009
153	5	17	3	1.33000E-002	-3.00000E-004	-6.00000E-004	1.39580E-005
157	7	17	1	1.31000E-002	-3.00000E-004	-6.00000E-004	3.48320E-009	1.70000E-009	2.23940E-009	3.46800E+000	7.84996E+002	7.86997E+002	2.00100E+000	5.59487E-001	7.98400E-001	1.71000E-009	1.81070E-009	9.55700E-010
161	9	17	1	1.31000E-002	-2.00000E-004	-5.00000E-004	4.28200E-009	1.60000E-009	2.11760E-009	3.46330E+000	7.62125E+002	7.63653E+002	1.52810E+000	5.73614E-001	7.98900E-001	1.50150E-009	1.87860E-009	1.76150E-009
165	11	17	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.78580E-009	1.70000E-009	2.77350E-009	3.48030E+000	7.72157E+002	7.74061E+002	1.90350E+000	5.64934E-001	7.98800E-001	1.63270E-009	2.06370E-009	6.56000E-011
169	13	17	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.25670E-009	1.50000E-009	4.68000E-011	3.44830E+000	7.66426E+002	7.67922E+002	1.49620E+000	5.70184E-001	7.96800E-001	1.59750E-009	1.95590E-009	1.03070E-009
173	15	17	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.29420E-009	1.40000E-009	2.53000E-010	3.43210E+000	7.59336E+002	7.61537E+002	2.20110E+000	5.61889E-001	7.97800E-001	1.34920E-009	2.00750E-009	1.61160E-009
177	17	17	1	1.31000E-002	-2.00000E-004	-6.00000E-004	6.29420E-009	1.70000E-009	3.65400E-010	3.43610E+000	7.72207E+002	7.73655E+002	1.44840E+000	5.67990E-001	7.97100E-001	1.49680E-009	1.91140E-009	1.69590E-009
181	19	17	1	1.32000E-002	-1.00000E-004	-5.00000E-004	5.99900E-009	1.60000E-009	9.40000E-012	3.44630E+000	7.72617E+002	7.74529E+002	1.91180E+000	5.67664E-001	7.97700E-001	1.48280E-009	1.84350E-009	1.09630E-009
185	21	17	1	1.33000E-002	-2.00000E-004	-5.00000E-004	5.35250E-009	1.90000E-009	2.72660E-009	3.44970E+000	7.72582E+002	7.74171E+002	1.58840E+000	5.66410E-001	7.98300E-001	1.81070E-009	1.71700E-009	9.74500E-010
189	23	17	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.60500E-009	1.80000E-009	1.10560E-009	3.46300E+000	7.90628E+002	7.92331E+002	1.70310E+000	5.60954E-001	7.98600E-001	1.68890E-009	1.77560E-009	1.73340E-009
193	23	19	1	1.33000E-002	-1.00000E-004	-5.00000E-004	3.43170E-009	1.60000E-009	6.74600E-010	3.47270E+000	7.90513E+002	7.92349E+002	1.83630E+000	5.61377E-001	7.98900E-001	1.72870E-009	1.93720E-009	1.29300E-009
197	21	19	1	1.32000E-002	0.00000E+000	-5.00000E-004	4.90510E-009	1.70000E-009	5.34080E-009	3.45510E+000	7.72133E+002	7.73801E+002	1.66820E+000	5.66353E-001	7.97800E-001	1.44530E-009	2.09650E-009	8.62000E-010
201	19	19	1	1.31000E-002	0.00000E+000	-5.00000E-004	5.74600E-009	1.70000E-009	7.96400E-010	3.45050E+000	7.74195E+002	7.75746E+002	1.55090E+000	5.68066E-001	7.97100E-001	1.53660E-009	2.19250E-009	2.43600E-010
205	17	19	1	1.32000E-002	0.00000E+000	-5.00000E-004	6.06230E-009	1.60000E-009	1.31200E-010	3.44050E+000	7.69669E+002	7.71101E+002	1.43240E+000	5.72421E-001	7.97200E-001	1.42660E-009	1.80840E-009	1.45230E-009
209	15	19	1	1.32000E-002	-1.00000E-004	-5.00000E-004	6.39720E-009	1.60000E-009	4.02900E-010	3.43670E+000	7.67205E+002	7.69157E+002	1.95230E+000	5.71064E-001	7.98000E-001	1.64210E-009	1.87860E-009	1.32110E-009
213	13	19	1	1.31000E-002	-1.00000E-004	-5.00000E-004	6.26600E-009	1.80000E-009	4.77900E-010	3.44760E+000	7.63682E+002	7.65247E+002	1.56530E+000	5.71436E-001	7.97700E-001	1.23450E-009	1.89500E-009	1.17120E-009
217	11	19	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.70850E-009	1.80000E-009	3.46680E-009	3.47700E+000	7.70634E+002	7.72400E+002	1.76610E+000	5.67449E-001	7.97700E-001	1.47110E-009	1.99340E-009	1.52730E-009
221	9	19	1	1.31000E-002	-1.00000E-004	-5.00000E-004	4.53970E-009	1.70000E-009	5.30330E-009	3.45450E+000	7.57984E+002	7.59743E+002	1.75850E+000	5.74759E-001	7.98400E-001	1.67250E-009	1.76620E-009	1.28370E-009
225	7	19	1	1.33000E-002	-1.00000E-004	-5.00000E-004	3.42700E-009	1.50000E-009	2.79220E-009	3.45850E+000	7.83310E+002	7.85192E+002	1.88250E+000	5.59272E-001	7.98000E-001	1.45930E-009	1.82480E-009	1.63970E-009
233	7	21	1	1.32000E-002	-3.00000E-004	-5.00000E-004	2.88360E-009	1.60000E-009	4.16960E-009	3.47600E+000	7.79980E+002	7.81828E+002	1.84720E+000	5.57419E-001	7.98500E-001	1.49450E-009	1.85520E-009	5.24700E-010
237	9	21	1	1.31000E-002	-2.00000E-004	-5.00000E-004	4.17660E-009	1.60000E-009	9.03250E-009	3.46030E+000	7.60016E+002	7.61580E+002	1.56390E+000	5.77717E-001	7.97800E-001	1.65850E-009	1.79670E-009	1.96800E-010
241	11	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.74600E-009	1.90000E-009	1.54600E-009	3.46750E+000	7.62686E+002	7.64744E+002	2.05790E+000	5.67576E-001	7.97900E-001	1.77790E-009	1.98640E-009	2.24900E-010
245	13	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.17000E-009	1.60000E-009	5.62000E-011	3.45840E+000	7.65424E+002	7.67229E+002	1.80480E+000	5.76549E-001	7.98200E-001	1.48040E-009	1.84120E-009	2.08950E-009
249	15	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.36210E-009	1.60000E-009	1.78000E-010	3.44110E+000	7.61392E+002	7.62883E+002	1.49030E+000	5.72209E-001	7.97300E-001	1.49210E-009	2.05670E-009	1.21800E-010
253	17	21	1	1.33000E-002	-1.00000E-004	-5.00000E-004	6.17700E-009	1.50000E-009	2.06100E-010	3.45170E+000	7.68895E+002	7.70588E+002	1.69340E+000	5.73227E-001	7.97800E-001	1.26020E-009	1.83650E-009	1.78030E-009
257	19	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.08800E-009	1.70000E-009	3.75000E-011	3.45960E+000	7.72095E+002	7.73731E+002	1.63620E+000	5.68712E-001	7.97500E-001	1.36560E-009	2.01220E-009	1.57410E-009
261	21	21	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.66380E-009	1.70000E-009	1.14310E-009	3.46180E+000	7.73509E+002	7.75082E+002	1.57290E+000	5.72129E-001	7.96500E-001	1.54600E-009	1.74750E-009	1.93950E-009
264	23	21	1	1.31000E-002	-4.00000E-004	-7.00000E-004	4.09460E-009	1.30000E-009	5.99700E-010	3.46220E+000	7.88456E+002	7.90354E+002	1.89810E+000	5.52454E-001	7.97000E-001	1.75220E-009	1.74510E-009	1.90210E-009
268	21	23	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.93300E-009	1.70000E-009	6.37100E-010	3.45680E+000	7.81815E+002	7.83214E+002	1.39860E+000	5.70839E-001	7.96600E-001	1.39380E-009	2.00280E-009	1.82710E-009
272	19	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.05500E-009	1.70000E-009	9.40000E-012	3.44710E+000	7.65702E+002	7.67509E+002	1.80650E+000	5.73423E-001	7.97400E-001	1.45930E-009	2.01450E-009	1.82710E-009
276	17	23	1	1.33000E-002	-1.00000E-004	-5.00000E-004	5.68040E-009	1.60000E-009	6.27800E-010	3.44960E+000	7.67417E+002	7.68973E+002	1.55640E+000	5.74196E-001	7.97400E-001	1.57180E-009	2.00280E-009	1.64910E-009
280	15	23	1	1.33000E-002	-1.00000E-004	-5.00000E-004	6.41600E-009	1.90000E-009	3.74800E-010	3.44730E+000	7.64069E+002	7.65611E+002	1.54170E+000	5.80577E-001	7.97900E-001	1.41720E-009	1.80840E-009	2.06140E-009
284	13	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.90060E-009	1.60000E-009	2.62400E-010	3.45750E+000	7.59676E+002	7.61339E+002	1.66290E+000	5.76727E-001	7.97700E-001	1.33050E-009	1.64910E-009	2.01450E-009
288	11	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.25410E-009	1.80000E-009	1.70530E-009	3.46500E+000	7.62885E+002	7.64497E+002	1.61170E+000	5.74346E-001	7.97300E-001	1.74510E-009	1.82950E-009	8.05800E-010
292	9	23	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.69170E-009	1.80000E-009	1.99580E-009	3.46370E+000	7.75614E+002	7.77545E+002	1.93050E+000	5.69026E-001	7.96800E-001	1.79900E-009	1.82010E-009	8.62000E-010
296	7	23	1	1.31000E-002	-2.00000E-004	-5.00000E-004	2.71960E-009	1.80000E-009	2.44550E-009	3.51240E+000	7.65218E+002	7.67209E+002	1.99130E+000	5.62404E-001	7.98400E-001	1.67720E-009	2.01680E-009	6.18400E-010
302	9	25	1	1.33000E-002	-3.00000E-004	-6.00000E-004	3.60740E-009	1.60000E-009	5.43400E-010	3.46550E+000	7.77896E+002	7.79814E+002	1.91840E+000	5.57050E-001	7.97300E-001	1.45930E-009	2.04260E-009	1.19930E-009
306	11	25	1	1.31000E-002	-3.00000E-004	-6.00000E-004	4.47170E-009	1.60000E-009	3.46700E-010	3.46060E+000	7.75346E+002	7.76904E+002	1.55740E+000	5.71206E-001	7.96800E-001	1.64210E-009	1.87160E-009	1.09630E-009
310	13	25	1	1.33000E-002	-3.00000E-004	-5.00000E-004	5.12530E-009	1.70000E-009	4.87200E-010	3.45680E+000	7.61895E+002	7.63469E+002	1.57390E+000	5.79462E-001	7.97300E-001	1.79430E-009	1.84350E-009	1.16190E-009
314	15	25	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.77860E-009	1.80000E-009	1.40500E-010	3.44930E+000	7.60611E+002	7.62470E+002	1.85870E+000	5.74322E-001	7.97300E-001	1.79200E-009	1.88330E-009	5.52800E-010
318	17	25	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.37330E-009	1.60000E-009	5.62200E-010	3.45300E+000	7.68862E+002	7.70418E+002	1.55620E+000	5.75704E-001	7.97500E-001	1.81070E-009	1.69590E-009	1.73340E-009
322	19	25	1	1.31000E-002	-2.00000E-004	-5.00000E-004	4.21410E-009	1.50000E-009	7.96400E-010	3.46560E+000	7.74800E+002	7.76323E+002	1.52300E+000	5.74185E-001	7.96400E-001	1.74280E-009	1.87630E-009	9.65100E-010
326	21	25	1	1.33000E-002	-3.00000E-004	-7.00000E-004	3.74790E-009	1.80000E-009	5.52800E-010	3.46650E+000	7.83292E+002	7.85140E+002	1.84880E+000	5.57586E-001	7.96400E-001	1.50390E-009	2.05200E-009	1.63030E-009
329	19	27	1	1.34000E-002	-2.00000E-004	-6.00000E-004	3.81580E-009	1.80000E-009	1.09630E-009	3.46680E+000	7.78981E+002	7.81607E+002	2.62510E+000	5.59009E-001	7.96400E-001	1.45230E-009	1.76150E-009	5.43400E-010
332	17	27	1	1.33000E-002	-2.00000E-004	-5.00000E-004	3.42700E-009	1.60000E-009	9.40000E-012	3.46440E+000	7.82136E+002	7.83996E+002	1.86080E+000	5.68075E-001	7.97100E-001	1.67480E-009	1.87400E-009	1.60220E-009
336	15	27	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.35910E-009	1.70000E-009	5.62000E-011	3.45640E+000	7.77654E+002	7.79602E+002	1.94790E+000	5.69413E-001	7.97400E-001	1.89970E-009	1.94660E-009	1.63970E-009
340	13	27	1	1.31000E-002	-2.00000E-004	-6.00000E-004	3.71280E-009	1.70000E-009	2.34200E-010	3.45780E+000	7.81719E+002	7.85126E+002	3.40730E+000	5.61409E-001	7.96800E-001	1.57880E-009	1.94420E-009	1.81770E-009
344	11	27	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.42470E-009	1.60000E-009	2.53000E-010	3.47880E+000	7.75625E+002	7.78062E+002	2.43720E+000	5.58914E-001	7.97900E-001	1.32350E-009	1.98170E-009	1.41480E-009

6	18	7	1	1.31000E-002	-2.70000E-003	-3.00000E-003	3.80570E-009	1.70000E-009	2.08152E-008	3.47890E+000	7.74509E+002	7.76895E+002	2.38560E+000	5.58351E-001	8.01600E-001	1.86890E-009	1.87360E-009	4.99300E-009
10	16	7	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.34430E-009	1.60000E-009	1.12410E-009	3.44950E+000	7.79480E+002	7.82130E+002	2.65020E+000	5.58631E-001	8.02100E-001	1.92040E-009	1.99530E-009	8.61800E-010
14	14	7	1	1.32000E-002	-2.70000E-003	-3.00000E-003	3.80800E-009	1.60000E-009	1.76676E-008	3.46680E+000	7.79639E+002	7.81879E+002	2.24050E+000	5.58158E-001	8.01900E-001	1.51520E-009	1.86890E-009	1.34900E-009
17	12	7	1	1.37000E-002	-2.70000E-003	-3.10000E-003	3.86420E-009	1.70000E-009	2.80100E-009	3.48540E+000	7.74809E+002	7.76908E+002	2.09810E+000	5.56841E-001	8.01100E-001	2.16860E-009	1.93680E-009	1.99530E-009
18	10	7	5	1.02000E-002	-3.00000E-003	-3.30000E-003	4.27640E-009	1.20000E-009	1.00110E-005
19	8	9	1	1.02000E-002	-3.00000E-003	-3.30000E-003	3.58550E-009	6.00000E-010	4.31850E-009	3.56260E+000	7.05319E+002	7.10024E+002	4.70530E+000	5.57468E-001	8.02700E-001	2.09840E-009	7.72800E-010	9.55500E-010
23	10	9	1	1.32000E-002	-2.80000E-003	-3.00000E-003	3.78220E-009	1.80000E-009	1.35830E-009	3.46110E+000	7.80543E+002	7.82770E+002	2.22700E+000	5.56789E-001	7.99800E-001	1.85720E-009	1.84780E-009	3.18500E-010
27	12	9	1	1.32000E-002	-2.80000E-003	-3.00000E-003	4.12880E-009	1.70000E-009	4.35132E-008	3.45500E+000	7.81453E+002	7.83295E+002	1.84230E+000	5.69309E-001	7.99800E-001	1.57850E-009	1.84310E-009	1.51760E-009
31	14	9	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.69320E-009	1.90000E-009	3.55040E-009	3.45850E+000	7.69793E+002	7.71458E+002	1.66500E+000	5.79061E-001	8.00600E-001	1.71660E-009	1.71200E-009	4.87100E-010
35	16	9	1	1.33000E-002	-2.70000E-003	-3.10000E-003	5.03050E-009	2.00000E-009	6.86660E-009	3.45560E+000	7.68092E+002	7.69911E+002	1.81880E+000	5.79688E-001	8.02100E-001	1.89700E-009	1.76350E-009	1.16160E-009
39	18	9	1	1.32000E-002	-2.70000E-003	-3.10000E-003	4.40750E-009	1.70000E-009	8.32790E-009	3.46640E+000	7.74217E+002	7.75978E+002	1.76120E+000	5.73799E-001	8.01700E-001	1.64170E-009	1.94380E-009	1.97660E-009
43	20	9	1	1.31000E-002	-2.70000E-003	-3.00000E-003	4.32320E-009	1.50000E-009	7.21320E-009	3.44780E+000	7.84112E+002	7.84944E+002	8.32100E-001	5.57308E-001	8.00100E-001	1.39350E-009	1.85480E-009	1.75180E-009
48	22	11	1	1.32000E-002	-2.70000E-003	-3.00000E-003	3.70490E-009	1.70000E-009	3.45670E-009	3.44900E+000	7.82547E+002	7.84580E+002	2.03340E+000	5.55573E-001	7.99800E-001	1.60660E-009	1.72840E-009	7.58800E-010
52	20	11	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.43800E-009	1.80000E-009	4.49650E-009	3.45250E+000	7.72012E+002	7.73589E+002	1.57650E+000	5.72948E-001	8.00900E-001	1.59250E-009	1.85950E-009	2.24800E-010
56	18	11	1	1.33000E-002	-2.70000E-003	-3.00000E-003	5.59720E-009	1.60000E-009	5.51760E-009	3.45470E+000	7.68241E+002	7.70207E+002	1.96560E+000	5.73650E-001	8.01200E-001	1.64170E-009	1.76110E-009	1.72370E-009
60	16	11	1	1.32000E-002	-2.60000E-003	-3.00000E-003	5.66750E-009	1.50000E-009	1.22720E-009	3.45160E+000	7.64728E+002	7.66181E+002	1.45330E+000	5.74719E-001	8.00000E-001	1.50350E-009	1.70490E-009	1.64870E-009
64	14	11	1	1.33000E-002	-2.70000E-003	-3.00000E-003	5.77050E-009	1.90000E-009	6.18300E-010	3.46190E+000	7.63054E+002	7.64709E+002	1.65500E+000	5.76083E-001	8.00200E-001	1.95320E-009	1.84780E-009	1.70490E-009
68	12	11	1	1.32000E-002	-2.60000E-003	-3.00000E-003	4.62530E-009	1.50000E-009	1.89230E-009	3.46430E+000	7.63346E+002	7.65031E+002	1.68490E+000	5.78167E-001	8.00000E-001	1.62760E-009	1.81730E-009	9.37000E-011
72	10	11	1	1.31000E-002	-2.70000E-003	-3.00000E-003	4.07730E-009	1.70000E-009	2.75410E-009	3.46440E+000	7.74093E+002	7.75636E+002	1.54240E+000	5.72344E-001	7.99900E-001	1.68150E-009	1.88290E-009	4.30900E-010
76	8	11	1	1.32000E-002	-2.60000E-003	-3.00000E-003	4.61600E-009	2.00000E-009	7.68200E-010	3.47900E+000	7.77582E+002	7.79258E+002	1.67580E+000	5.54944E-001	7.99400E-001	2.00700E-009	2.04220E-009	6.65100E-010
78	6	13	1	1.35000E-002	-2.90000E-003	-3.20000E-003	4.52930E-009	3.00000E-010	6.51060E-009	3.59320E+000	7.12219E+002	7.16166E+002	3.94710E+000	5.60970E-001	8.03200E-001	2.25760E-009	8.00900E-010	3.65300E-010
82	8	13	1	1.32000E-002	-2.70000E-003	-3.10000E-003	3.77750E-009	1.80000E-009	1.31100E-010	3.47540E+000	7.84809E+002	7.87171E+002	2.36260E+000	5.59725E-001	7.99200E-001	1.71200E-009	1.77050E-009	9.27400E-010
86	10	13	1	1.32000E-002	-2.80000E-003	-3.00000E-003	4.52230E-009	1.70000E-009	1.96700E-010	3.47020E+000	7.60194E+002	7.61729E+002	1.53480E+000	5.70926E-001	7.99600E-001	1.49880E-009	1.80330E-009	9.64900E-010
90	12	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.92980E-009	1.50000E-009	1.12400E-010	3.47100E+000	7.59365E+002	7.61169E+002	1.80400E+000	5.73447E-001	7.99700E-001	1.42390E-009	1.90630E-009	2.99800E-010
94	14	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.50590E-009	1.60000E-009	9.55500E-010	3.46310E+000	7.63810E+002	7.67411E+002	3.60100E+000	5.78879E-001	8.00000E-001	1.63700E-009	1.61360E-009	1.18970E-009
98	16	13	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.43330E-009	1.80000E-009	1.70490E-009	3.45630E+000	7.68402E+002	7.70177E+002	1.77480E+000	5.77985E-001	8.01100E-001	1.76110E-009	1.80330E-009	1.04920E-009
102	18	13	1	1.33000E-002	-2.70000E-003	-3.10000E-003	6.17800E-009	1.80000E-009	1.15220E-009	3.48360E+000	7.74640E+002	7.76382E+002	1.74260E+000	5.67659E-001	8.00600E-001	1.58550E-009	1.77520E-009	7.49000E-011
106	20	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.01410E-009	1.60000E-009	2.36070E-009	3.46110E+000	7.67447E+002	7.68984E+002	1.53750E+000	5.63084E-001	8.00700E-001	1.54570E-009	1.82910E-009	1.15220E-009
110	22	13	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.14290E-009	1.70000E-009	4.62770E-009	3.44820E+000	7.83821E+002	7.85341E+002	1.51920E+000	5.60992E-001	8.01000E-001	1.71430E-009	1.93440E-009	1.96700E-010
116	24	15	1	1.33000E-002	-2.70000E-003	-3.00000E-003	3.26000E-009	1.60000E-009	1.67680E-009	3.47460E+000	7.80314E+002	7.82280E+002	1.96660E+000	5.52223E-001	8.00400E-001	1.68620E-009	1.89460E-009	2.24800E-010
120	22	15	1	1.32000E-002	-2.70000E-003	-3.00000E-003	4.31150E-009	1.40000E-009	1.96700E-010	3.46440E+000	7.79578E+002	7.81357E+002	1.77940E+000	5.68807E-001	8.01400E-001	1.46610E-009	1.88530E-009	5.90200E-010
124	20	15	1	1.31000E-002	-2.70000E-003	-3.00000E-003	5.77050E-009	1.70000E-009	2.96960E-009	3.45830E+000	7.67924E+002	7.69663E+002	1.73900E+000	5.61200E-001	8.01300E-001	1.63000E-009	1.95080E-009	1.10540E-009
128	18	15	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.74710E-009	1.60000E-009	2.75410E-009	3.46760E+000	7.71358E+002	7.73061E+002	1.70320E+000	5.67154E-001	8.00200E-001	1.49650E-009	1.73770E-009	5.80800E-010
132	16	15	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.76820E-009	1.60000E-009	8.80600E-010	3.44270E+000	7.67896E+002	7.69491E+002	1.59490E+000	5.71335E-001	8.00200E-001	1.57610E-009	1.76820E-009	6.83800E-010
136	14	15	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.34430E-009	1.70000E-009	1.03050E-009	3.43530E+000	7.67870E+002	7.69293E+002	1.42320E+000	5.71951E-001	8.00200E-001	1.49880E-009	1.52690E-009	9.40000E-012
140	12	15	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.23190E-009	1.80000E-009	8.43100E-010	3.45930E+000	7.72456E+002	7.74151E+002	1.69500E+000	5.68601E-001	7.99500E-001	1.61590E-009	1.69320E-009	6.74500E-010
144	10	15	1	1.32000E-002	-2.70000E-003	-3.00000E-003	5.42160E-009	1.90000E-009	4.13120E-009	3.46310E+000	7.56810E+002	7.58369E+002	1.55840E+000	5.66958E-001	8.00100E-001	1.81270E-009	1.79390E-009	1.93910E-009
148	8	15	1	1.31000E-002	-2.60000E-003	-3.00000E-003	3.57150E-009	1.50000E-009	1.65810E-009	3.47570E+000	7.74948E+002	7.76527E+002	1.57900E+000	5.70406E-001	8.00000E-001	1.60890E-009	1.63700E-009	1.51760E-009
150	6	15	1	1.35000E-002	-2.80000E-003	-3.20000E-003	3.99070E-009	1.40000E-009	5.05860E-009	3.52330E+000	7.66737E+002	7.68201E+002	1.46360E+000	5.58501E-001	8.02200E-001	1.83370E-009	1.74010E-009	1.07730E-009
154	6	17	1	1.33000E-002	-2.70000E-003	-3.10000E-003	4.79860E-009	1.80000E-009	1.55500E-009	3.50410E+000	7.74159E+002	7.76275E+002	2.11650E+000	5.56685E-001	8.02700E-001	1.77990E-009	1.70020E-009	4.30900E-010
158	8	17	1	1.31000E-002	-2.70000E-003	-3.00000E-003	3.83840E-009	1.80000E-009	3.18500E-010	3.46500E+000	7.72654E+002	7.74675E+002	2.02140E+000	5.72325E-001	8.01100E-001	1.73770E-009	1.68620E-009	1.49880E-009
162	10	17	1	1.31000E-002	-2.70000E-003	-3.00000E-003	5.38650E-009	1.60000E-009	3.11010E-009	3.46150E+000	7.54357E+002	7.55950E+002	1.59250E+000	5.70412E-001	8.00600E-001	1.60420E-009	1.87590E-009	6.83800E-010
166	12	17	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.55980E-009	1.80000E-009	7.96300E-010	3.45290E+000	7.63526E+002	7.65049E+002	1.52310E+000	5.68244E-001	7.99700E-001	1.81500E-009	1.97890E-009	2.00470E-009
170	14	17	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.52930E-009	1.50000E-009	7.21300E-010	3.43600E+000	7.71464E+002	7.72941E+002	1.47740E+000	5.70156E-001	8.00400E-001	1.71900E-009	1.82200E-009	7.11900E-010
174	16	17	1	1.32000E-002	-2.70000E-003	-3.00000E-003	6.14520E-009	1.50000E-009	6.18300E-010	3.43920E+000	7.75174E+002	7.77587E+002	2.41280E+000	5.59797E-001	8.00800E-001	1.53160E-009	1.90400E-009	1.03050E-009
178	18	17	1	1.31000E-002	-2.70000E-003	-3.00000E-003	6.25300E-009	1.70000E-009	1.03000E-010	3.44580E+000	7.72371E+002	7.74217E+002	1.84560E+000	5.61136E-001	8.00400E-001	1.59490E-009	1.69090E-009	9.93000E-010
182	20	17	1	1.32000E-002	-2.60000E-003	-3.00000E-003	5.64170E-009	1.70000E-009	6.37000E-010	3.44950E+000	7.74275E+002	7.76146E+002	1.87100E+000	5.64838E-001	8.00800E-001	1.68390E-009	1.82440E-009	1.65810E-009
186	22	17	1	1.33000E-002	-2.70000E-003	-3.00000E-003	4.74710E-009	2.00000E-009	2.15460E-009	3.46150E+000	7.77322E+002	7.78950E+002	1.62800E+000	5.70025E-001	8.01000E-001	1.93210E-009	1.54100E-009	1.32090E-009
190	24	17	1	1.32000E-002	-2.70000E-003	-3.00000E-003	3.44030E-009	1.80000E-009	2.51990E-009	3.46590E+000	7.82245E+002	7.84136E+002	1.89160E+000	5.49808E-001	8.00600E-001	1.78690E-009	1.74470E-009	7.21300E-010
194	24	19	1	1.33000E-002	-2.70000E-003	-3.00000E-003	3.54340E-009	1.70000E-009	9.55500E-010	3.44560E+000	7.82055E+002	7.83696E+002	1.64070E+000	5.53107E-001	7.99500E-001	1.78920E-009	1.80560E-009	1.09600E-009
198	22	19	1	1.32000E-002	-2.60000E-003	-3.00000E-003	4.24590E-009	1.70000E-009	3.75650E-009	3.45380E+000	7.79888E+002	7.81552E+002	1.66420E+000	5.69574E-001	8.00800E-001	1.58780E-009	1.99770E-009	9.27400E-010
202	20	19	1	1.31000E-002	-2.60000E-003	-3.00000E-003	5.50820E-009	1.70000E-009	2.66980E-009	3.44040E+000	7.73112E+002	7.75070E+002	1.95860E+000	5.65691E-001	8.00300E-001	1.72130E-009	2.02110E-009	2.96020E-009
206	18	19	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.24600E-009	1.50000E-009	1.03000E-010	3.45690E+000	7.69827E+002	7.71338E+002	1.51100E+000	5.68674E-001	8.00000E-001	1.46140E-009	1.68850E-009	1.06790E-009
210	16	19	1	1.32000E-002	-2.60000E-003	-3.00000E-003	6.60190E-009	1.60000E-009	9.36800E-010	3.44020E+000	7.69733E+002	7.71305E+002	1.57240E+000	5.69200E-001	8.00000E-001	1.74240E-009	1.75410E-009	4.12200E-010
