Lot_ID,Wafer_ID,Seq,Bin,X,Y,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2
FA54-5341-327A-250430@203,5,139,1.00,8,18,0,1.00e-08,2.20e-09,7.00e-10,3.14,130,130,7.40e-09,1.67e-08,4.50e-09,1.20e-09
FA54-5341-327A-250430@203,5,140,1.00,10,19,0,0,2.40e-09,2.70e-09,3.10,130,130,8.60e-09,1.81e-08,1.10e-09,1.20e-09
FA54-5341-327A-250430@203,5,141,1.00,11,19,0,0,1.10e-09,2.40e-09,3.07,130,130,1.00e-08,1.87e-08,2.00e-10,3.20e-09
FA54-5341-327A-250430@203,5,142,1.00,12,19,0.00,1.00e-08,4.00e-10,1.70e-09,3.06,130,130,8.70e-09,1.94e-08,5.00e-10,1.00e-10
FA54-5341-327A-250430@203,6,1,1.00,11,5,0,100,,,,,,,,,
FA54-5341-327A-250430@203,6,2,1.00,14,6,0,0,6.00e-10,2.10e-09,2.98,130,130,9.40e-09,1.66e-08,1.00e-09,1.70e-09
FA54-5341-327A-250430@203,6,3,1.00,13,6,0,0,2.20e-09,1.20e-09,3.02,130,130,8.40e-09,1.74e-08,2.30e-09,2.00e-09
FA54-5341-327A-250430@203,6,4,1.00,12,6,0,0,1.30e-09,6.60e-09,3.01,130,130,8.70e-09,1.74e-08,3.00e-10,4.00e-10
FA54-5341-327A-250430@203,6,5,1.00,11,6,0,2.00e-08,5.00e-10,2.10e-09,2.98,130,130,9.30e-09,1.71e-08,1.50e-09,1.80e-09
FA54-5341-327A-250430@203,6,6,1.00,10,6,0.00,0,3.30e-09,0,3.00,130,130,8.60e-09,1.81e-08,9.00e-10,2.50e-09
FA54-5341-327A-250430@203,6,7,1.00,9,6,0,0,1.10e-09,6.00e-09,3.00,130,130,8.60e-09,1.73e-08,0,6.00e-10
FA54-5341-327A-250430@203,6,8,1.00,7,7,0,0,9.00e-10,2.70e-09,3.04,130,130,8.80e-09,1.79e-08,3.30e-09,3.50e-09
FA54-5341-327A-250430@203,6,9,1.00,8,7,0,0,2.60e-09,4.60e-09,3.05,130,130,7.50e-09,1.69e-08,1.10e-09,0
FA54-5341-327A-250430@203,6,10,1.00,9,7,0,0,4.00e-10,4.20e-09,3.00,130,130,9.20e-09,1.70e-08,1.50e-09,2.70e-09
FA54-5341-327A-250430@203,6,11,1.00,10,7,0,0,1.20e-09,3.80e-09,3.03,130,130,8.20e-09,1.76e-08,2.80e-09,0
FA54-5341-327A-250430@203,6,12,1.00,11,7,0,0,1.20e-09,3.60e-09,3.00,130,130,1.03e-08,1.72e-08,3.20e-09,9.00e-10
FA54-5341-327A-250430@203,6,13,1.00,12,7,0,0,1.50e-09,3.10e-09,3.00,130,130,8.70e-09,1.76e-08,3.70e-09,4.90e-09
FA54-5341-327A-250430@203,6,14,1.00,13,7,0.00,1.00e-08,1.20e-09,2.50e-09,3.00,130,130,7.60e-09,1.62e-08,2.10e-09,3.50e-09
FA54-5341-327A-250430@203,6,15,1.00,14,7,0,0,9.00e-10,2.10e-09,2.95,130,130,7.50e-09,1.71e-08,3.50e-09,1.00e-10
FA54-5341-327A-250430@203,6,16,1.00,15,7,0,0,1.20e-09,1.40e-09,2.93,130,130,8.10e-09,1.57e-08,1.00e-09,3.10e-09
FA54-5341-327A-250430@203,6,17,1.00,16,8,0,2.00e-08,2.00e-10,3.20e-09,2.92,130,130,7.70e-09,1.65e-08,3.10e-09,4.90e-09
FA54-5341-327A-250430@203,6,18,1.00,15,8,0,0,2.80e-09,2.50e-09,2.93,130,130,7.10e-09,1.62e-08,3.40e-09,3.50e-09
FA54-5341-327A-250430@203,6,19,1.00,14,8,0.00,1.00e-08,2.30e-09,6.80e-09,2.94,130,130,8.30e-09,1.62e-08,4.50e-09,2.00e-10
FA54-5341-327A-250430@203,6,20,1.00,13,8,0,0,1.00e-09,3.50e-09,3.04,130,130,7.90e-09,1.76e-08,2.70e-09,3.30e-09
FA54-5341-327A-250430@203,6,21,1.00,12,8,0,0,9.00e-10,1.50e-09,3.02,130,130,6.90e-09,1.76e-08,4.00e-09,4.00e-10
FA54-5341-327A-250430@203,6,22,1.00,11,8,0,1.00e-08,1.20e-09,4.60e-09,3.02,130,130,9.40e-09,1.75e-08,4.50e-09,3.70e-09
FA54-5341-327A-250430@203,6,23,1.00,10,8,0.00,0,1.40e-09,7.00e-10,3.02,130,130,8.30e-09,1.82e-08,3.90e-09,0
FA54-5341-327A-250430@203,6,24,1.00,9,8,0.00,0,0,1.80e-09,3.02,130,130,9.10e-09,1e+03,,
FA54-5341-327A-250430@203,6,25,1.00,8,8,0.00,0,1.00e-09,5.40e-09,3.10,130,130,7.80e-09,1.71e-08,0,8.00e-10
FA54-5341-327A-250430@203,6,26,1.00,7,8,0,1.00e-08,1.00e-09,1.50e-09,3.07,130,130,8.00e-09,1.70e-08,1.20e-09,1.10e-09
FA54-5341-327A-250430@203,6,27,1.00,6,9,0,0,3.60e-09,2.20e-09,3.11,130,131,6.80e-09,1.59e-08,7.00e-10,3.20e-09
FA54-5341-327A-250430@203,6,28,1.00,7,9,0,1.00e-08,2.00e-10,2.30e-09,3.10,130,130,8.40e-09,1.69e-08,2.70e-09,5.00e-09
FA54-5341-327A-250430@203,6,29,1.00,8,9,0,1.00e-08,2.40e-09,2.80e-09,3.16,130,130,8.70e-09,1.51e-08,2.80e-09,5.70e-09
FA54-5341-327A-250430@203,6,30,1.00,9,9,0,1.00e-08,1.20e-09,6.00e-10,3.05,129,130,8.60e-09,1.89e-08,5.00e-10,5.00e-10
FA54-5341-327A-250430@203,6,31,1.00,10,9,0,1.00e-08,2.70e-09,1.00e-10,3.04,129,130,8.60e-09,1.83e-08,1.80e-09,5.00e-10
FA54-5341-327A-250430@203,6,32,1.00,11,9,0,1.00e-08,4.00e-09,3.00e-10,3.01,130,130,7.60e-09,1.72e-08,1.00e-09,4.80e-09
FA54-5341-327A-250430@203,6,33,1.00,12,9,0,1.00e-08,1.20e-09,1.40e-09,3.08,130,130,8.40e-09,1.71e-08,3.40e-09,1.10e-09
FA54-5341-327A-250430@203,6,34,1.00,13,9,0,0,9.00e-10,7.00e-10,3.06,130,130,8.50e-09,1.52e-08,1.80e-09,3.00e-10
FA54-5341-327A-250430@203,6,35,1.00,14,9,0,0,3.00e-10,2.20e-09,2.97,130,130,7.70e-09,1.70e-08,3.20e-09,2.20e-09
FA54-5341-327A-250430@203,6,36,1.00,15,9,0,0,1.50e-09,2.80e-09,2.97,130,130,7.90e-09,1.67e-08,9.00e-10,1.30e-09
FA54-5341-327A-250430@203,6,37,1.00,16,9,0.00,0,1.10e-09,2.80e-09,2.93,130,130,6.60e-09,1.59e-08,4.90e-09,2.00e-10
FA54-5341-327A-250430@203,6,38,1.00,17,10,0,0,6.00e-10,1.90e-09,2.95,130,130,8.70e-09,1.56e-08,1.80e-09,4.00e-10
FA54-5341-327A-250430@203,6,39,1.00,16,10,0,0,2.40e-09,1.00e-09,2.94,130,130,7.20e-09,1.66e-08,2.10e-09,9.00e-10
FA54-5341-327A-250430@203,6,40,1.00,15,10,0,0,2.00e-10,3.10e-09,2.98,130,130,8.60e-09,1.66e-08,2.00e-10,2.00e-09
FA54-5341-327A-250430@203,6,41,1.00,14,10,0.00,1.00e-08,6.00e-10,1.60e-09,2.99,130,130,8.00e-09,1.72e-08,1.00e-09,1.50e-09
FA54-5341-327A-250430@203,6,42,1.00,13,10,0,1.00e-08,1.10e-09,1.90e-09,3.13,130,130,8.30e-09,1.66e-08,6.00e-10,5.10e-09
FA54-5341-327A-250430@203,6,43,1.00,12,10,0,0,1.50e-09,7.00e-10,3.12,130,130,8.80e-09,1.81e-08,1.20e-09,9.00e-10
FA54-5341-327A-250430@203,6,44,1.00,11,10,0,1.00e-08,0,0,3.06,130,130,8.60e-09,1.73e-08,3.70e-09,6.80e-09
FA54-5341-327A-250430@203,6,45,1.00,10,10,0,0,2.20e-09,7.00e-10,3.08,130,130,9.00e-09,1.75e-08,2.10e-09,3.20e-09
FA54-5341-327A-250430@203,6,46,1.00,9,10,0,0,1.40e-09,0,3.11,130,130,7.20e-09,1.69e-08,5.40e-09,2.50e-09
FA54-5341-327A-250430@203,6,47,1.00,8,10,0,0,1.00e-10,1.80e-09,3.18,129,130,7.70e-09,1.59e-08,2.80e-09,5.00e-09
FA54-5341-327A-250430@203,6,48,1.00,7,10,0,0,3.20e-09,4.70e-09,3.15,130,130,7.30e-09,1.73e-08,9.00e-10,3.00e-10
FA54-5341-327A-250430@203,6,49,1.00,6,10,0,1.00e-08,1.40e-09,3.10e-09,3.11,130,130,8.20e-09,1.68e-08,5.60e-09,1.00e-09
FA54-5341-327A-250430@203,6,50,1.00,5,11,0,0,8.00e-10,7.00e-10,3.17,130,130,8.80e-09,1.71e-08,7.00e-10,5.10e-09
FA54-5341-327A-250430@203,6,51,1.00,6,11,0,100,,,,,,,,,
FA54-5341-327A-250430@203,6,52,1.00,7,11,0,1.00e-08,0,1.70e-09,3.16,130,130,7.90e-09,1.61e-08,2.20e-09,4.60e-09
FA54-5341-327A-250430@203,6,53,1.00,8,11,0,1.00e-08,4.20e-09,3.00e-09,3.16,130,130,7.50e-09,1.73e-08,2.70e-09,2.20e-09
FA54-5341-327A-250430@203,6,54,1.00,9,11,0.00,0,2.50e-09,3.20e-09,3.11,130,130,9.10e-09,1.62e-08,2.90e-09,1.50e-09
FA54-5341-327A-250430@203,6,55,1.00,10,11,0,2.00e-08,1.70e-09,1.00e-10,3.13,130,130,8.30e-09,1.75e-08,2.00e-09,1.40e-09
FA54-5341-327A-250430@203,6,56,1.00,11,11,0,1.00e-08,1.30e-09,3.40e-09,3.09,130,130,9.20e-09,1.67e-08,1.00e-09,3.00e-10
FA54-5341-327A-250430@203,6,57,1.00,12,11,0,1.00e-08,2.60e-09,4.00e-10,3.13,130,130,8.10e-09,1.67e-08,1.20e-09,2.00e-09
FA54-5341-327A-250430@203,6,58,1.00,13,11,0,0,1.20e-09,3.70e-09,3.12,130,130,8.20e-09,1.53e-08,4.70e-09,6.60e-09
FA54-5341-327A-250430@203,6,59,1.00,14,11,0,1.00e-08,2.10e-09,4.00e-10,3.06,130,130,7.20e-09,1.61e-08,5.10e-09,3.50e-09
FA54-5341-327A-250430@203,6,60,1.00,15,11,0,0,3.00e-10,2.30e-09,3.02,130,130,7.80e-09,1.55e-08,1.80e-09,5.00e-09
FA54-5341-327A-250430@203,6,61,1.00,16,11,0,0,7.00e-10,2.10e-09,2.98,130,130,7.70e-09,1.70e-08,2.90e-09,1.80e-09
FA54-5341-327A-250430@203,6,62,1.00,17,11,0,0,3.00e-10,3.20e-09,2.95,130,130,7.20e-09,1.59e-08,1.00e-09,1.00e-09
FA54-5341-327A-250430@203,6,63,1.00,17,12,0,0,3.00e-10,2.50e-09,2.97,130,130,9.00e-09,1.68e-08,1.10e-09,4.60e-09
FA54-5341-327A-250430@203,6,64,1.00,16,12,0,1.00e-08,5.00e-10,2.50e-09,2.98,130,130,8.10e-09,1.76e-08,1.00e-09,2.00e-10
FA54-5341-327A-250430@203,6,65,1.00,15,12,0.00,0,7.00e-10,2.50e-09,3.00,129,130,8.90e-09,1.70e-08,2.90e-09,4.90e-09
FA54-5341-327A-250430@203,6,66,1.00,14,12,0,0,1.70e-09,0,3.05,130,130,8.30e-09,1.72e-08,2.30e-09,1.80e-09
FA54-5341-327A-250430@203,6,67,1.00,13,12,0,0,2.20e-09,1.10e-09,3.11,129,130,7.30e-09,1.61e-08,5.70e-09,3.40e-09
FA54-5341-327A-250430@203,6,68,1.00,12,12,0,0,1.40e-09,4.00e-10,3.10,129,130,8.00e-09,1.53e-08,4.30e-09,5.40e-09
FA54-5341-327A-250430@203,6,69,1.00,11,12,0,0,3.00e-09,1.00e-09,3.09,129,130,7.80e-09,1.67e-08,3.10e-09,3.10e-09
FA54-5341-327A-250430@203,6,70,1.00,10,12,0,0,4.00e-10,2.90e-09,3.05,130,130,9.20e-09,1.70e-08,3.20e-09,3.30e-09
FA54-5341-327A-250430@203,6,71,1.00,9,12,0.00,0,1.30e-09,1.30e-09,3.05,130,130,9.00e-09,1.78e-08,2.80e-09,7.00e-10
FA54-5341-327A-250430@203,6,72,1.00,8,12,0,0,1.70e-09,2.70e-09,3.20,130,130,7.60e-09,1.77e-08,6.30e-09,1.10e-09
FA54-5341-327A-250430@203,6,73,1.00,7,12,0,1.00e-08,7.00e-10,1.50e-09,3.09,130,130,8.30e-09,1.74e-08,3.40e-09,6.60e-09
FA54-5341-327A-250430@203,6,74,1.00,6,12,0,1.00e-08,3.20e-09,1.50e-09,3.04,130,130,7.30e-09,1.69e-08,2.50e-09,2.80e-09
FA54-5341-327A-250430@203,6,75,1.00,5,12,0,0,2.10e-09,1.80e-09,3.11,130,130,9.40e-09,1.63e-08,3.80e-09,5.00e-09
FA54-5341-327A-250430@203,6,76,1.00,5,13,0.00,0,6.00e-10,6.00e-10,3.14,130,130,7.80e-09,1.85e-08,1.90e-09,6.00e-10
FA54-5341-327A-250430@203,6,77,1.00,6,13,0,0,4.00e-10,2.00e-09,3.07,130,130,7.00e-09,1.67e-08,3.30e-09,7.00e-10
FA54-5341-327A-250430@203,6,78,1.00,7,13,0,1.00e-08,2.30e-09,7.00e-10,3.15,130,130,7.90e-09,1.75e-08,7.00e-10,3.30e-09
FA54-5341-327A-250430@203,6,79,1.00,8,13,0,0,9.00e-10,4.50e-09,3.20,129,130,7.90e-09,1.84e-08,3.00e-10,1.30e-09
FA54-5341-327A-250430@203,6,80,1.00,9,13,0,0,1.00e-09,6.00e-10,3.10,130,130,8.30e-09,1.80e-08,1.40e-09,3.00e-10
FA54-5341-327A-250430@203,6,81,1.00,10,13,0,0,9.00e-10,2.50e-09,3.12,130,130,7.90e-09,1.75e-08,3.10e-09,1.60e-09
FA54-5341-327A-250430@203,6,82,1.00,11,13,0,0,7.00e-10,7.00e-10,3.08,129,130,8.80e-09,1.60e-08,4.80e-09,5.90e-09
FA54-5341-327A-250430@203,6,83,1.00,12,13,0,1.00e-08,3.50e-09,3.30e-09,3.13,129,130,8.20e-09,1.63e-08,3.10e-09,3.00e-09
FA54-5341-327A-250430@203,6,84,1.00,13,13,0,1.00e-08,2.00e-09,3.40e-09,3.13,130,130,8.70e-09,1.55e-08,3.30e-09,1.70e-09
FA54-5341-327A-250430@203,6,85,1.00,14,13,0,0,1.70e-09,1.00e-09,3.04,130,130,9.10e-09,1.54e-08,3.10e-09,4.80e-09
FA54-5341-327A-250430@203,6,86,1.00,15,13,0,0,1.80e-09,1.60e-09,3.04,129,130,7.80e-09,1.76e-08,2.70e-09,1.90e-09
FA54-5341-327A-250430@203,6,87,1.00,16,13,0.00,0,3.20e-09,6.10e-09,2.98,130,130,7.30e-09,1.69e-08,1.60e-09,9.00e-10
FA54-5341-327A-250430@203,6,88,1.00,17,13,0,1.00e-08,1.00e-09,6.30e-09,3.00,130,130,7.90e-09,1.54e-08,3.20e-09,1.30e-09
FA54-5341-327A-250430@203,6,89,1.00,17,14,0,1.00e-08,9.00e-10,1.60e-09,3.03,130,130,8.20e-09,1.48e-08,1.50e-09,4.40e-09
FA54-5341-327A-250430@203,6,90,1.00,16,14,0.00,1.00e-08,2.00e-10,7.00e-10,3.02,130,130,7.40e-09,1.70e-08,2.20e-09,3.00e-10
FA54-5341-327A-250430@203,6,91,1.00,15,14,0,0,1.00e-10,6.00e-10,3.03,129,129,7.60e-09,1.69e-08,3.20e-09,4.40e-09
FA54-5341-327A-250430@203,6,92,1.00,14,14,0,0,3.70e-09,2.00e-09,3.01,130,130,8.50e-09,1.66e-08,2.00e-09,3.60e-09
FA54-5341-327A-250430@203,6,93,1.00,13,14,0,1.00e-08,1.40e-09,3.40e-09,3.16,130,130,8.10e-09,1.71e-08,3.90e-09,6.00e-10
FA54-5341-327A-250430@203,6,94,1.00,12,14,0,0,0,1.40e-09,3.09,130,130,9.20e-09,1.55e-08,3.90e-09,5.40e-09
FA54-5341-327A-250430@203,6,95,1.00,11,14,0,1.00e-08,3.40e-09,1.70e-09,3.12,129,130,7.90e-09,1.69e-08,1.00e-10,2.40e-09
FA54-5341-327A-250430@203,6,96,1.00,10,14,0.00,1.00e-08,3.90e-09,7.00e-10,3.09,129,130,8.20e-09,1.70e-08,2.70e-09,3.40e-09
FA54-5341-327A-250430@203,6,97,1.00,9,14,0,0,0,3.00e-10,3.06,130,130,7.80e-09,1.73e-08,1.60e-09,1.50e-09
FA54-5341-327A-250430@203,6,98,1.00,8,14,0,0,2.50e-09,0,3.19,129,129,9.20e-09,1.68e-08,2.40e-09,3.60e-09
FA54-5341-327A-250430@203,6,99,1.00,7,14,0.00,0,7.00e-10,2.80e-09,3.11,130,130,7.90e-09,1.78e-08,2.90e-09,3.00e-09
FA54-5341-327A-250430@203,6,100,1.00,6,14,0,0,1.10e-09,6.00e-09,3.08,130,130,7.30e-09,1.74e-08,5.00e-10,4.00e-10
FA54-5341-327A-250430@203,6,101,1.00,5,14,0,0,5.00e-10,2.80e-09,3.12,129,130,8.00e-09,1.78e-08,3.30e-09,1.80e-09
FA54-5341-327A-250430@203,6,102,1.00,6,15,0,1.00e-08,3.00e-10,1.10e-09,3.12,130,130,9.20e-09,1.65e-08,1.80e-09,6.00e-10
FA54-5341-327A-250430@203,6,103,1.00,7,15,0,0,2.20e-09,3.00e-10,3.17,130,130,8.30e-09,1.79e-08,1.60e-09,1.90e-09
FA54-5341-327A-250430@203,6,104,1.00,8,15,0,0,6.00e-10,5.80e-09,3.18,129,129,8.40e-09,1.75e-08,5.00e-09,1.10e-09
FA54-5341-327A-250430@203,6,105,1.00,9,15,0.00,0,1.90e-09,2.20e-09,3.12,129,129,7.80e-09,1.79e-08,1.30e-09,4.20e-09
FA54-5341-327A-250430@203,6,106,1.00,10,15,0,0,1.40e-09,3.40e-09,3.08,129,130,6.70e-09,1.75e-08,1.80e-09,6.00e-10
FA54-5341-327A-250430@203,6,107,1.00,11,15,0,0,2.00e-10,1.00e-09,3.11,129,130,9.30e-09,1.65e-08,8.00e-10,1.00e-09
FA54-5341-327A-250430@203,6,108,1.00,12,15,0,1.00e-08,9.00e-10,3.70e-09,3.12,130,130,8.70e-09,1.78e-08,1.80e-09,4.00e-10
FA54-5341-327A-250430@203,6,109,1.00,13,15,0,0,1.80e-09,2.00e-09,3.14,130,130,7.50e-09,1.68e-08,5.60e-09,0
FA54-5341-327A-250430@203,6,110,1.00,14,15,0,1.00e-08,2.70e-09,3.20e-09,3.06,129,130,8.00e-09,1.65e-08,2.00e-09,2.70e-09
FA54-5341-327A-250430@203,6,111,1.00,15,15,0,0,2.80e-09,2.20e-09,3.05,129,130,7.20e-09,1.70e-08,1.00e-09,9.00e-10
FA54-5341-327A-250430@203,6,112,1.00,16,15,0,0,7.00e-10,5.60e-09,3.04,130,130,8.00e-09,1.58e-08,3.10e-09,3.80e-09
FA54-5341-327A-250430@203,6,113,1.00,16,16,0,0,3.30e-09,0,3.06,130,130,8.00e-09,1.71e-08,1.80e-09,1.20e-09
FA54-5341-327A-250430@203,6,114,1.00,15,16,0,0,1.40e-09,2.70e-09,3.05,130,130,6.70e-09,1.69e-08,1.80e-09,1.10e-09
FA54-5341-327A-250430@203,6,115,1.00,14,16,0,0,4.00e-09,1.50e-09,3.05,129,130,8.20e-09,1.66e-08,7.00e-10,3.20e-09
FA54-5341-327A-250430@203,6,116,1.00,13,16,0,0,1.90e-09,5.10e-09,3.09,129,130,7.70e-09,1.75e-08,6.00e-10,1.80e-09
FA54-5341-327A-250430@203,6,117,1.00,12,16,0,0,2.80e-09,4.40e-09,3.09,129,129,9.70e-09,1.75e-08,3.90e-09,2.50e-09
FA54-5341-327A-250430@203,6,118,1.00,11,16,0,0,3.60e-09,2.50e-09,3.08,129,129,8.30e-09,1.87e-08,6.00e-10,3.80e-09
FA54-5341-327A-250430@203,6,119,1.00,10,16,0,0,1.40e-09,5.80e-09,3.08,129,129,8.70e-09,1.78e-08,6.00e-10,1.00e-09
FA54-5341-327A-250430@203,6,120,1.00,9,16,0,1.00e-08,9.00e-10,2.50e-09,3.12,129,129,7.90e-09,1.83e-08,1.10e-09,2.00e-09
FA54-5341-327A-250430@203,6,121,1.00,8,16,0,1.00e-08,0,1.20e-09,3.15,129,130,9.20e-09,1.58e-08,2.60e-09,1.70e-09
FA54-5341-327A-250430@203,6,122,1.00,7,16,0,1.00e-08,3.00e-10,3.80e-09,3.14,130,130,7.30e-09,1.79e-08,2.40e-09,2.00e-09
FA54-5341-327A-250430@203,6,123,1.00,6,16,0,0,9.00e-10,2.00e-09,3.15,130,130,7.90e-09,1.77e-08,5.60e-09,1.60e-09
FA54-5341-327A-250430@203,6,124,1.00,7,17,0,0,3.00e-10,1.80e-09,3.10,130,130,9.30e-09,1.63e-08,3.10e-09,8.00e-10
FA54-5341-327A-250430@203,6,125,1.00,8,17,0.00,0,4.30e-09,1.80e-09,3.11,129,130,8.20e-09,1.82e-08,5.00e-10,2.10e-09
FA54-5341-327A-250430@203,6,126,1.00,9,17,0,0,1.40e-09,3.00e-09,3.04,129,130,6.80e-09,1.73e-08,1.90e-09,2.10e-09
FA54-5341-327A-250430@203,6,127,1.00,10,17,0.00,1.00e-08,2.40e-09,5.60e-09,3.08,129,129,9.30e-09,1.76e-08,4.20e-09,1.00e-10
FA54-5341-327A-250430@203,6,128,1.00,11,17,0,1.00e-08,3.70e-09,1.00e-10,3.03,129,129,8.70e-09,1.93e-08,2.00e-10,1.90e-09
FA54-5341-327A-250430@203,6,129,1.00,12,17,0.00,0,1.30e-09,5.70e-09,3.06,129,129,8.10e-09,1.88e-08,7.00e-10,5.00e-10
FA54-5341-327A-250430@203,6,130,1.00,13,17,0,0,1.30e-09,8.00e-10,3.07,129,130,9.60e-09,1.64e-08,3.90e-09,4.80e-09
FA54-5341-327A-250430@203,6,131,1.00,14,17,0,1.00e-08,4.40e-09,1.20e-09,3.02,130,130,7.90e-09,1.60e-08,1.10e-09,3.50e-09
FA54-5341-327A-250430@203,6,132,1.00,15,17,0,0,1.50e-09,2.50e-09,3.03,130,130,9.20e-09,1.56e-08,3.00e-09,1.30e-09
FA54-5341-327A-250430@203,6,133,1.00,14,18,0,0,1.20e-09,2.90e-09,3.03,130,130,7.60e-09,1.68e-08,1.80e-09,4.00e-09
FA54-5341-327A-250430@203,6,134,1.00,13,18,0,0,1.90e-09,1.60e-09,3.05,130,130,7.90e-09,1.76e-08,1.00e-09,1.10e-09
FA54-5341-327A-250430@203,6,135,1.00,12,18,0.00,0,4.00e-10,2.30e-09,3.06,130,130,9.30e-09,1.73e-08,1.80e-09,1.10e-09
FA54-5341-327A-250430@203,6,136,1.00,11,18,0.00,1.00e-08,1.00e-09,6.00e-10,3.06,129,130,7.80e-09,1.89e-08,1.60e-09,9.00e-10
FA54-5341-327A-250430@203,6,137,1.00,10,18,0,2.00e-08,3.60e-09,2.00e-10,3.07,129,130,8.70e-09,1.85e-08,2.50e-09,1.60e-09
FA54-5341-327A-250430@203,6,138,1.00,9,18,0.00,0,5.00e-10,1.60e-09,3.06,130,130,7.20e-09,1.66e-08,4.80e-09,1.30e-09
FA54-5341-327A-250430@203,6,139,1.00,8,18,0,1.00e-08,5.00e-10,2.40e-09,3.12,129,130,8.30e-09,1.73e-08,4.20e-09,6.60e-09
FA54-5341-327A-250430@203,6,140,1.00,10,19,0,1.00e-08,2.20e-09,1.00e-10,3.07,129,129,1.01e-08,1.83e-08,1.00e-09,1.00e-10
FA54-5341-327A-250430@203,6,141,1.00,11,19,0,1.00e-08,1.20e-09,1.80e-09,3.06,129,130,9.30e-09,1.93e-08,4.00e-10,1.30e-09
FA54-5341-327A-250430@203,6,142,1.00,12,19,0,1.00e-08,2.10e-09,5.60e-09,3.05,130,130,1.05e-08,1.86e-08,5.30e-09,1.10e-09
FA54-5341-327A-250430@203,7,1,1.00,11,5,0,1.00e-08,3.60e-09,7.20e-09,3.03,129,129,8.90e-09,1.66e-08,5.40e-09,1.10e-09
FA54-5341-327A-250430@203,7,2,1.00,14,6,0,1.00e-08,2.00e-09,2.40e-09,2.99,128,129,7.70e-09,1.97e-08,2.10e-09,2.00e-10
FA54-5341-327A-250430@203,7,3,1.00,13,6,0.00,0,0,2.50e-09,3.02,129,130,7.20e-09,1.79e-08,2.70e-09,2.30e-09
FA54-5341-327A-250430@203,7,4,1.00,12,6,0,1.00e-08,4.10e-09,1.00e-10,3.03,130,130,8.20e-09,1.70e-08,4.00e-10,9.00e-10
FA54-5341-327A-250430@203,7,5,1.00,11,6,0,1.00e-08,1.30e-09,3.50e-09,2.98,130,130,6.50e-09,1.62e-08,3.00e-09,1.70e-09
FA54-5341-327A-250430@203,7,6,1.00,10,6,0,0,3.20e-09,2.50e-09,3.00,130,130,8.80e-09,1.48e-08,3.90e-09,5.00e-09
FA54-5341-327A-250430@203,7,7,1.00,9,6,0,0,4.50e-09,1.30e-09,2.99,130,130,7.90e-09,1.64e-08,1.00e-10,2.90e-09
FA54-5341-327A-250430@203,7,8,1.00,7,7,0,1.00e-08,2.00e-10,1.10e-09,3.08,129,130,8.50e-09,1.91e-08,1.00e-10,7.00e-10
FA54-5341-327A-250430@203,7,9,1.00,8,7,0,0,3.00e-10,4.50e-09,3.04,130,130,8.30e-09,1.62e-08,3.00e-09,4.20e-09
FA54-5341-327A-250430@203,7,10,1.00,9,7,0,1.00e-08,1.50e-09,1.10e-09,2.98,130,130,8.10e-09,1.60e-08,4.00e-10,3.10e-09
FA54-5341-327A-250430@203,7,11,1.00,10,7,0.00,0,3.40e-09,5.60e-09,3.02,130,131,7.70e-09,1.63e-08,2.00e-10,3.90e-09
FA54-5341-327A-250430@203,7,12,1.00,11,7,0,0,0,4.70e-09,3.02,130,130,7.90e-09,1.62e-08,2.20e-09,1.00e-09
FA54-5341-327A-250430@203,7,13,1.00,12,7,0,1.00e-08,1.60e-09,4.70e-09,3.03,130,130,8.20e-09,1.62e-08,1.00e-09,4.10e-09
FA54-5341-327A-250430@203,7,14,1.00,13,7,0,0,5.00e-10,0,3.06,130,130,8.20e-09,1.51e-08,2.80e-09,5.20e-09
FA54-5341-327A-250430@203,7,15,1.00,14,7,0,1.00e-08,1.80e-09,1.50e-09,2.98,130,130,8.20e-09,1.63e-08,3.60e-09,4.90e-09
FA54-5341-327A-250430@203,7,16,1.00,15,7,0,0,2.40e-09,0,2.98,129,130,8.80e-09,1.79e-08,2.70e-09,4.10e-09
FA54-5341-327A-250430@203,7,17,1.00,16,8,0.00,1.00e-08,1.70e-09,1.80e-09,2.98,129,130,8.90e-09,1.62e-08,1.40e-09,4.10e-09
FA54-5341-327A-250430@203,7,18,1.00,15,8,0,0,1.10e-09,2.40e-09,2.98,130,130,7.40e-09,1.65e-08,1.90e-09,0
FA54-5341-327A-250430@203,7,19,1.00,14,8,0.00,0,1.90e-09,2.80e-09,2.96,130,131,8.50e-09,1.57e-08,5.00e-10,3.10e-09
FA54-5341-327A-250430@203,7,20,1.00,13,8,0,1.00e-08,3.00e-10,1.30e-09,3.08,130,130,7.20e-09,1.73e-08,5.00e-10,0
FA54-5341-327A-250430@203,7,21,1.00,12,8,0,2.00e-08,1.60e-09,6.50e-09,3.06,130,130,8.20e-09,1.66e-08,3.90e-09,8.00e-10
FA54-5341-327A-250430@203,7,22,1.00,11,8,0,1.00e-08,1.00e-09,4.40e-09,3.08,130,130,7.50e-09,1.73e-08,2.80e-09,2.00e-09
FA54-5341-327A-250430@203,7,23,1.00,10,8,0,0,2.00e-09,3.40e-09,3.10,130,130,7.60e-09,1.72e-08,3.90e-09,3.50e-09
